"id","weight","time","location_id"
1,15,0,2
2,14,0,3
3,15,0,4
4,2,1,5
5,12,1,6
6,11,3,7
7,12,3,8
8,13,3,9
9,4,4,10
10,1,5,11
11,3,5,12
12,2,6,13
13,10,7,14
14,2,8,15
15,5,10,16
16,9,10,17
17,12,11,18
18,13,12,19
19,12,12,20
20,13,12,21
21,5,13,22
22,4,13,23
23,4,13,24
24,13,14,25
25,12,14,26
26,7,15,27
27,2,16,28
28,12,17,29
29,5,17,30
30,4,18,31
31,6,18,32
32,4,18,33
33,12,19,34
34,7,19,35
35,10,20,36
36,2,24,37
37,14,25,38
38,6,25,39
39,8,26,40
40,5,26,41
41,10,26,42
42,13,27,43
43,2,27,44
44,1,27,45
45,3,28,46
46,8,28,47
47,6,28,48
48,9,30,49
49,8,30,50
50,9,31,51
51,4,32,52
52,12,33,53
53,4,33,54
54,12,34,55
55,11,34,56
56,10,34,57
57,15,34,58
58,12,35,59
59,8,37,60
60,12,37,61
61,2,37,62
62,13,38,63
63,7,39,64
64,1,39,65
65,3,40,66
66,8,41,67
67,14,42,68
68,12,42,69
69,10,42,70
70,13,42,71
71,11,42,72
72,15,44,73
73,13,44,74
74,14,44,75
75,14,44,76
76,6,44,77
77,8,45,78
78,4,46,79
79,8,47,80
80,15,47,81
81,9,48,82
82,9,48,83
83,8,49,84
84,5,49,85
85,10,49,86
86,4,50,87
87,8,50,88
88,2,51,89
89,10,51,90
90,9,52,91
91,7,53,92
92,5,54,93
93,12,55,94
94,2,56,95
95,1,57,96
96,5,57,97
97,4,58,98
98,12,58,99
99,11,58,100
100,11,58,101
101,8,60,102
102,11,60,103
103,11,60,104
104,10,62,105
105,7,62,106
106,14,63,107
107,4,63,108
108,6,63,109
109,14,64,110
110,13,65,111
111,1,65,112
112,11,66,113
113,4,67,114
114,12,67,115
115,15,67,116
116,1,67,117
117,12,67,118
118,11,69,119
119,11,71,120
120,11,71,121
121,4,71,122
122,5,71,123
123,12,71,124
124,12,72,125
125,8,73,126
126,6,75,127
127,12,75,128
128,14,76,129
129,3,77,130
130,9,78,131
131,4,79,132
132,7,79,133
133,7,79,134
134,1,79,135
135,3,80,136
136,14,81,137
137,10,83,138
138,2,84,139
139,2,84,140
140,11,84,141
141,13,84,142
142,10,84,143
143,10,85,144
144,14,85,145
145,11,86,146
146,13,86,147
147,14,87,148
148,13,87,149
149,13,87,150
150,8,90,151
151,2,90,152
152,2,93,153
153,2,94,154
154,3,95,155
155,10,95,156
156,13,95,157
157,12,96,158
158,12,96,159
159,3,97,160
160,12,98,161
161,7,98,162
162,15,98,163
163,6,98,164
164,8,100,165
165,2,102,166
166,11,102,167
167,5,103,168
168,13,103,169
169,7,103,170
170,11,103,171
171,11,104,172
172,5,104,173
173,5,104,174
174,15,104,175
175,5,105,176
176,3,105,177
177,14,106,178
178,7,106,179
179,15,106,180
180,5,107,181
181,9,107,182
182,8,107,183
183,2,107,184
184,15,108,185
185,6,108,186
186,9,108,187
187,1,109,188
188,12,111,189
189,8,111,190
190,2,112,191
191,5,112,192
192,7,114,193
193,15,114,194
194,4,115,195
195,2,115,196
196,3,115,197
197,10,116,198
198,8,117,199
199,10,117,200
200,2,118,201
201,8,120,202
202,6,120,203
203,13,120,204
204,12,121,205
205,9,122,206
206,3,122,207
207,4,123,208
208,12,123,209
209,13,124,210
210,12,125,211
211,12,125,212
212,8,126,213
213,9,127,214
214,4,128,215
215,10,128,216
216,12,128,217
217,1,129,218
218,12,130,219
219,13,130,220
220,5,131,221
221,5,132,222
222,11,132,223
223,6,133,224
224,3,133,225
225,12,133,226
226,7,134,227
227,10,135,228
228,6,136,229
229,11,136,230
230,8,137,231
231,12,137,232
232,6,137,233
233,11,138,234
234,4,139,235
235,8,139,236
236,14,139,237
237,4,139,238
238,4,140,239
239,2,141,240
240,5,141,241
241,10,141,242
242,5,141,243
243,8,142,244
244,5,142,245
245,12,143,246
246,11,144,247
247,1,144,248
248,11,146,249
249,1,147,250
250,11,147,251
251,4,148,252
252,13,148,253
253,9,149,254
254,4,150,255
255,14,150,256
256,11,151,257
257,3,152,258
258,5,152,259
259,11,152,260
260,3,152,261
261,9,152,262
262,3,153,263
263,7,154,264
264,4,154,265
265,12,154,266
266,14,155,267
267,11,155,268
268,14,157,269
269,5,158,270
270,8,158,271
271,9,158,272
