"lon","lat"
51.94988,7.650355
51.9706096113041,7.59454492598021
51.9482473960509,7.61149237035693
51.9601006692535,7.65702732747487
51.9811817125224,7.64491228954446
51.9798837371917,7.64129694773742
51.9459584902251,7.63242323799572
51.9503302866994,7.63876675033619
51.9622793013635,7.63957101438436
51.9638659806427,7.6536454232765
51.9807477221514,7.57809303813529
51.9740985886131,7.63176882683308
51.9725026643119,7.60691080174175
51.9440474413644,7.64595397544907
51.976046149097,7.65052717187634
51.9788468949571,7.64115369995275
51.9475585215069,7.61407377307977
51.9705886744234,7.59577612499703
51.962266900451,7.6037817332181
51.9414241725222,7.60242032660564
51.9539805101531,7.63742411991061
51.9660954203249,7.65396014065453
51.9831145067552,7.60760894961521
51.9634179959207,7.64430861453164
51.9820102626187,7.59688430128481
51.9522536304883,7.60723351055262
51.9378742258118,7.64094580456308
51.9360009290653,7.58445544495435
51.950888992228,7.62200943418854
51.9468519190339,7.59297267040768
51.9771279801539,7.60536135573293
51.9619866054803,7.62913082722036
51.9408833562879,7.63387455846368
51.9378075370408,7.59197030957643
51.9412601254676,7.63272777515462
51.9516905645955,7.63034779284148
51.9823702179086,7.63306503567695
51.9792233464482,7.58406168402686
51.9362797311147,7.64118893375065
51.9797610704882,7.59773535798426
51.9379837877518,7.65141454122522
51.9413388283912,7.64608801830731
51.9430101433104,7.62493321905524
51.9657959080987,7.58733872042751
51.9737172478588,7.58576539344784
51.9676171451476,7.64745383706392
51.9768610018462,7.58985154925467
51.9652046274431,7.65159698567732
51.9724643034546,7.61521148195354
51.940882567321,7.64422651523658
51.9738976711876,7.60774017087527
51.9731825556017,7.6404551553636
51.9570969798177,7.59717398500071
51.9444131638362,7.58603667140334
51.970768231353,7.63664830209407
51.9447162589909,7.63952896092356
51.9817235181266,7.58810722456226
51.9442564204132,7.61123849328648
51.9771208756274,7.632068115582
51.9390304501117,7.6140376299753
51.9359577876394,7.61101584951322
51.9416853774001,7.63615093406221
51.981441187542,7.5811877337596
51.970512660683,7.60442717541411
51.9740590737015,7.64407291895455
51.9636686748927,7.65077045710372
51.9591601538859,7.64978052925674
51.9360124796576,7.62814709140816
51.9530501106514,7.57906869795654
51.9489818314425,7.65678062038225
51.942097753122,7.58209161263533
51.95760645673,7.63054416406626
51.9478907645518,7.59604888288503
51.9368885517003,7.60219074047351
51.9682235404195,7.59908222442212
51.9483724307805,7.62073787281459
51.9796326919723,7.64019913799282
51.9770295445132,7.58178948069561
51.9510432619277,7.63398691258671
51.9366171104207,7.58625284212594
51.9379453613951,7.5780051392143
51.9812843971336,7.63664403100353
51.9789204068129,7.65446411704171
51.939878509437,7.6332620983333
51.9763470597339,7.63187709950256
51.9724879001511,7.63731589816307
51.9488233705307,7.60337139264621
51.9569282343473,7.61697330380135
51.9382572575933,7.62135848078789
51.9569928114848,7.62950570417325
51.9817340987243,7.59163399285431
51.946563361566,7.65264264025885
51.9466981419862,7.65159235265703
51.9725174259805,7.64524915812564
51.9696223674591,7.6415568344162
51.9595484158075,7.61395727707114
51.982636977931,7.62076874983354
51.9423592345604,7.65390781957127
51.9515104928936,7.59558815745266
51.9511068349255,7.64692434242788
51.9491743407861,7.64216990202417
51.9613602159765,7.63304023189439
51.9661963469854,7.646031510068
51.9501889194307,7.63965677185523
51.9694673449935,7.65699365935634
51.9521617345843,7.63014722758142
51.9740415807454,7.60894893443807
51.9769388704829,7.64474312159197
