"id","weight","time","location_id"
1,12,20,2
2,4,6,3
3,6,16,4
4,15,2,5
5,3,15,6
6,3,28,7
7,3,12,8
8,11,21,9
9,14,21,10
10,7,15,11
11,12,9,12
12,3,23,13
13,1,8,14
14,2,16,15
15,8,19,16
16,7,4,17
17,15,17,18
18,2,1,19
19,3,7,20
20,2,13,21
21,2,7,22
22,12,12,23
23,1,3,24
24,7,5,25
25,7,17,26
26,15,20,27
27,4,22,28
28,11,12,29
29,13,26,30
30,14,24,31
31,2,25,32
32,11,27,33
33,5,29,34
34,12,9,35
35,13,24,36
36,11,7,37
37,7,1,38
38,6,17,39
39,5,13,40
40,13,28,41
41,8,16,42
42,8,2,43
43,6,17,44
44,13,7,45
45,5,14,46
46,4,8,47
47,9,30,48
48,13,20,49
49,3,24,50
50,6,30,51
