"lon","lat"
7.6503014,51.9498799
7.654528,51.954503
7.6089137,51.9701708
7.5870371,51.9640462
7.64462,51.97123
7.629328,51.9477658
7.6343981,51.9693705
7.6451868,51.96475
7.6320987,51.9498832
7.62813,51.95329
7.59878,51.96643
7.61075,51.95068
7.60168,51.9701
7.6673981,51.9586703
7.65,51.9531224
7.6133455,51.9737541
7.631613,51.976188
7.6166964,51.9532809
7.6334061,51.9580046
7.6217966,51.958984
7.6155586,51.9715187
7.6365,51.96259
7.6380005,51.9639647
7.637205,51.9610634
7.65081,51.96675
7.6359981,51.9474428
7.6389544,51.9726463
7.6105,51.95649
7.58469,51.9653
7.60557,51.9588
7.62131,51.96365
7.6458742,51.9736959
7.63802,51.96911
7.6540233,51.9628922
7.6258528,51.9616031
7.58923,51.96915
7.6360101,51.9496374
7.621907,51.9781995
7.61323,51.9584
7.6186482,51.9551729
7.6224002,51.9518166
