30,696,986,134,316,1215,628,837,396,526,452,849,858,499,672,910,828,869,486,1101,612,1044,598,982,404,675,1130,584,414,306,942,590,791,569,1327,514,1378,1311,598,405,564,301,861,638,461,491,1080,151,374,155,682,394,731,247,672,428,706,818,622,533,320,1123,1112,832,1382,95,938,970,952,432,1129
696,30,740,594,416,731,332,307,835,397,277,571,202,575,245,620,526,654,672,494,185,727,606,526,596,724,732,293,1069,608,401,739,320,241,752,845,806,779,132,556,238,849,248,453,593,746,580,772,546,799,413,343,567,634,421,722,206,581,694,632,406,616,605,710,790,704,537,407,571,661,541
986,740,30,906,788,422,481,498,806,525,748,202,702,523,534,150,245,147,574,608,622,131,428,335,622,410,265,543,1197,718,474,515,457,604,636,699,665,550,718,612,612,917,609,400,565,624,402,966,642,1002,391,739,286,780,392,666,564,211,446,506,823,423,419,211,709,942,272,505,238,622,573
134,594,906,30,212,1118,530,734,407,431,349,761,754,430,569,823,737,788,438,997,508,958,529,884,343,619,1039,483,509,252,840,545,689,465,1225,504,1276,1211,495,335,460,344,757,548,397,459,981,219,302,239,588,290,650,207,579,398,602,733,566,473,219,1024,1013,760,1280,146,843,867,859,385,1026
316,416,788,212,30,958,370,558,494,294,169,629,573,368,394,692,599,673,422,818,328,826,456,723,319,568,892,316,683,273,666,523,518,288,1051,550,1103,1044,315,289,283,477,576,418,354,473,816,387,260,413,443,108,537,273,436,424,423,609,519,426,74,858,847,667,1104,318,690,691,710,383,849
1215,731,422,1118,958,30,619,461,1129,720,863,438,606,807,603,396,438,479,889,352,691,321,736,264,900,765,189,671,1498,983,360,860,478,708,252,1045,275,158,765,876,715,1220,522,618,851,954,181,1230,897,1266,565,887,572,1041,577,981,595,481,787,816,979,146,156,581,323,1187,311,358,306,924,292
628,332,481,530,370,619,30,261,623,147,300,310,388,309,129,370,272,377,412,529,184,500,313,385,369,426,554,93,942,425,355,456,202,153,733,594,783,712,279,333,161,679,334,150,342,491,482,656,341,691,121,305,269,476,124,485,183,304,402,357,396,525,514,414,792,606,350,387,371,420,545
837,307,498,734,558,461,261,30,854,378,445,347,234,534,195,380,304,437,636,299,268,465,514,250,600,608,456,286,1169,655,139,662,97,300,523,817,575,525,335,564,306,910,143,342,570,713,309,878,572,911,275,482,402,703,289,713,170,373,598,573,571,348,337,520,576,823,270,163,305,649,322
396,835,806,407,494,1129,623,854,30,509,611,722,958,359,709,772,722,702,270,1118,697,890,423,918,284,431,1006,615,426,259,938,325,791,639,1292,168,1337,1246,736,322,639,163,923,559,318,212,1024,293,323,318,625,542,588,253,611,178,760,680,390,343,530,1065,1055,627,1358,331,853,974,853,239,1126
526,397,525,431,294,720,147,378,509,30,273,366,487,209,231,429,338,410,310,646,242,564,246,488,255,368,638,141,827,309,471,372,318,186,845,490,895,820,316,217,190,563,444,154,235,387,589,544,224,579,187,247,277,360,177,375,283,345,332,266,329,632,621,416,906,498,442,504,457,310,661
452,277,748,349,169,863,300,445,611,273,30,579,436,412,290,640,542,639,491,694,207,770,479,632,397,600,817,238,822,382,554,580,416,187,936,645,989,939,177,359,179,609,447,386,414,556,716,525,339,552,388,100,514,398,386,518,306,568,557,474,164,757,746,657,985,457,611,575,636,465,730
849,571,202,761,629,438,310,347,722,366,579,30,549,406,363,93,75,120,482,518,450,228,329,254,504,364,318,373,1098,594,353,454,296,432,620,638,660,559,546,485,440,818,460,244,451,546,353,844,511,880,222,575,165,655,225,575,395,75,381,409,662,388,381,214,691,811,178,390,166,520,499
858,202,702,754,573,606,388,234,958,487,436,549,30,664,290,584,505,639,766,333,292,665,670,435,707,777,638,377,1222,737,288,814,284,349,594,947,647,634,291,667,350,988,125,499,692,844,461,925,665,954,441,496,587,773,453,830,236,572,758,714,569,490,480,716,626,860,469,279,506,766,386
