30,134,533,706,405,1130,821,818,982,479,589,983,459,572,396,472,438,791,818,261,432
134,30,473,602,335,1039,717,743,884,376,485,882,364,480,407,455,374,689,733,163,385
533,473,30,508,172,694,633,327,608,375,455,642,272,261,343,238,129,507,368,482,146
706,602,508,30,468,572,160,508,372,259,148,341,320,277,760,694,489,154,406,493,563
405,335,172,468,30,773,597,442,652,280,385,670,183,244,322,267,76,503,451,341,136
1130,1039,694,572,773,30,566,422,236,724,664,297,706,589,1006,891,757,448,357,969,807
821,717,633,160,597,566,30,592,360,381,264,304,450,403,889,822,618,192,480,600,692
818,743,327,508,442,422,592,30,408,517,528,468,446,344,626,506,412,431,149,715,443
982,884,608,372,652,236,360,408,30,550,474,104,554,445,918,816,648,250,297,799,710
479,376,375,259,280,724,381,517,550,30,148,540,134,202,559,517,316,345,459,279,386
589,485,455,148,385,664,264,528,474,148,30,451,232,238,672,620,415,256,445,375,488
983,882,642,341,670,297,304,468,104,540,451,30,558,458,947,850,672,226,352,788,738
459,364,272,320,183,706,450,446,554,134,232,558,30,147,472,419,215,374,410,304,287
572,480,261,277,244,589,403,344,445,202,238,458,147,30,531,452,253,290,295,420,325
396,407,343,760,322,1006,889,626,918,559,672,947,472,531,30,154,308,791,680,502,239
472,455,238,694,267,891,822,506,816,517,620,850,419,452,154,30,236,708,568,522,162
438,374,129,489,76,757,618,412,648,316,415,672,215,253,308,236,30,513,432,386,104
791,689,507,154,503,448,192,431,250,345,256,226,374,290,791,708,513,30,318,592,585
818,733,368,406,451,357,480,149,297,459,445,352,410,295,680,568,432,318,30,684,480
261,163,482,493,341,969,600,715,799,279,375,788,304,420,502,522,386,592,684,30,423
432,385,146,563,136,807,692,443,710,386,488,738,287,325,239,162,104,585,480,423,30
