"id","weight","time","location_id"
1,10,28,2
2,4,25,3
3,11,23,4
4,6,5,5
5,11,23,6
6,7,29,7
7,13,15,8
8,14,15,9
9,11,3,10
10,14,20,11
11,2,6,12
12,10,17,13
13,5,10,14
14,6,13,15
15,8,17,16
16,13,29,17
17,13,22,18
18,2,29,19
19,6,23,20
20,8,7,21
21,8,6,22
22,9,11,23
23,9,5,24
24,12,15,25
25,4,14,26
26,6,4,27
27,12,14,28
28,15,22,29
29,11,24,30
30,4,22,31
31,10,9,32
32,3,27,33
33,10,4,34
34,15,7,35
35,2,5,36
36,11,25,37
37,2,23,38
38,6,20,39
39,8,14,40
40,3,14,41
41,11,9,42
42,11,4,43
43,12,21,44
44,9,13,45
45,6,18,46
46,2,29,47
47,11,11,48
48,7,23,49
49,4,27,50
50,12,22,51
51,9,26,52
52,10,1,53
53,2,10,54
54,3,16,55
55,15,12,56
56,11,22,57
57,7,7,58
58,3,5,59
59,14,5,60
60,10,10,61
61,9,17,62
62,13,19,63
63,2,13,64
64,8,17,65
65,10,5,66
66,14,25,67
67,12,7,68
68,15,14,69
69,11,23,70
70,13,15,71
