30,861,404,858,589,247,438,533,696,496,452,405,656,486,938,590,717,706,952,1311,374
861,30,669,125,303,753,649,659,248,472,447,542,754,717,375,755,712,195,411,562,633
404,669,30,707,425,190,65,160,596,227,397,181,296,133,620,239,346,507,625,1011,90
858,125,707,30,318,773,692,714,202,511,436,570,820,766,469,814,785,236,506,634,665
589,303,425,318,30,485,415,455,207,236,191,283,583,496,458,562,570,148,486,779,379
247,753,190,773,485,30,225,317,634,329,398,244,440,270,760,375,500,588,769,1146,175
438,649,65,692,415,225,30,129,588,211,401,181,271,120,588,218,316,489,592,979,108
533,659,160,714,455,317,129,30,632,252,474,258,178,103,542,138,217,508,540,933,205
696,248,596,202,207,634,588,632,30,412,277,448,758,672,537,739,740,206,571,779,546
496,472,227,511,236,329,211,252,412,30,267,121,388,290,472,359,392,309,486,851,194
452,447,397,436,191,398,401,474,277,267,30,250,618,491,611,580,628,306,636,939,339
405,542,181,570,283,244,181,258,448,121,250,30,406,271,563,362,429,377,577,941,128
656,754,296,820,583,440,271,178,758,388,618,406,30,200,566,97,115,617,555,944,349
486,717,133,766,496,270,120,103,672,290,491,271,200,30,614,138,263,561,613,1006,192
938,375,620,469,458,760,588,542,537,472,611,563,566,614,30,598,495,370,66,423,616
590,755,239,814,562,375,218,138,739,359,580,362,97,138,598,30,176,609,590,983,295
717,712,346,785,570,500,316,217,740,392,628,429,115,263,495,176,30,587,480,866,391
706,195,507,236,148,588,489,508,206,309,306,377,617,561,370,609,587,30,402,664,469
952,411,625,506,486,769,592,540,571,486,636,577,555,613,66,590,480,402,30,424,624
1311,562,1011,634,779,1146,979,933,779,851,939,941,944,1006,423,983,866,664,424,30,1003
374,633,90,665,379,175,108,205,546,194,339,128,349,192,616,295,391,469,624,1003,30
