"id","weight","time","location_id"
1,9,4,2
2,9,9,3
3,12,24,4
4,8,14,5
5,9,7,6
6,1,18,7
7,12,24,8
8,6,6,9
9,8,26,10
10,11,8,11
11,11,24,12
12,13,4,13
13,5,18,14
14,2,3,15
15,4,4,16
16,5,10,17
17,5,20,18
18,1,15,19
19,14,17,20
20,13,15,21
21,6,7,22
22,8,21,23
23,6,14,24
24,12,8,25
25,12,5,26
26,5,19,27
27,6,18,28
28,9,17,29
29,15,2,30
30,13,11,31
31,11,12,32
32,7,2,33
33,14,21,34
34,12,3,35
35,11,2,36
36,11,1,37
37,2,7,38
38,2,27,39
39,14,11,40
40,10,11,41
41,11,26,42
42,1,29,43
43,3,29,44
44,6,3,45
45,11,14,46
46,5,28,47
47,13,5,48
48,12,26,49
49,4,16,50
50,10,8,51
