"lon","lat"
7.6503014,51.9498799
7.6237645,51.9527276
7.5870371,51.9640462
7.6334061,51.9580046
7.6451,51.94999
7.6206177,51.9633789
7.65,51.9531224
7.6224002,51.9518166
7.6039698,51.9577489
7.6090559,51.9463885
7.621907,51.9781995
7.6222619,51.9709284
7.6529,51.95536
7.60168,51.9701
7.6154369,51.969254
7.6172374,51.9757169
7.6673981,51.9586703
7.60876,51.95112
7.6389544,51.9726463
7.6301426,51.9776724
7.62376,51.96468
7.63802,51.96911
7.61016,51.9646
7.6329324,51.9738727
7.6320987,51.9498832
7.60034,51.96608
7.63366,51.96637
7.6214501,51.9766836
7.59878,51.96643
7.6304298,51.9579407
7.637205,51.9610634
7.6343981,51.9693705
7.62131,51.96365
7.6500009,51.9681734
7.64138,51.97113
7.6440723,51.9587584
7.6101736,51.9727101
7.60564,51.96635
7.6365,51.96489
7.6367754,51.9730844
7.6485237,51.9643947
