30,1101,564,368,590,598,404,472,598,499,983,1129,514,970,672,452,832,953,849,1123,539
1101,30,567,1128,905,759,866,1031,563,793,237,92,1071,175,541,694,701,461,518,253,934
564,567,30,639,532,404,393,588,158,367,466,596,639,438,254,179,541,513,440,611,531
368,1128,639,30,352,443,292,183,732,373,960,1137,200,984,623,603,652,851,741,1080,295
590,905,532,352,30,178,239,202,656,199,712,900,216,762,403,580,334,559,454,811,88
598,759,404,443,178,30,226,314,532,130,570,756,346,615,255,479,264,439,329,677,207
404,866,393,292,239,226,30,227,502,129,701,876,280,722,364,397,460,613,504,826,205
472,1031,588,183,202,314,227,30,698,270,850,1034,85,887,520,590,505,720,611,961,147
598,563,158,732,656,532,502,698,30,489,510,603,752,456,372,177,663,605,546,654,651
499,793,367,373,199,130,129,270,489,30,618,798,315,648,283,412,364,517,406,737,194
983,237,466,960,712,570,701,850,510,618,30,219,886,133,367,611,494,257,311,176,747
1129,92,596,1137,900,756,876,1034,603,798,219,30,1072,189,545,730,680,430,499,199,933
514,1071,639,200,216,346,280,85,752,315,886,1072,30,927,561,645,518,744,638,992,170
970,175,438,984,762,615,722,887,456,648,133,189,927,30,396,575,574,354,390,242,790
672,541,254,623,403,255,364,520,372,283,367,545,561,396,30,386,321,317,225,494,426
452,694,179,603,580,479,397,590,177,412,611,730,645,575,386,30,657,659,579,757,564
832,701,541,652,334,264,460,505,663,364,494,680,518,574,321,657,30,289,214,555,389
953,461,513,851,559,439,613,720,605,517,257,430,744,354,317,659,289,30,140,296,606
849,518,440,741,454,329,504,611,546,406,311,499,638,390,225,579,214,140,30,388,498
1123,253,611,1080,811,677,826,961,654,737,176,199,992,242,494,757,555,296,388,30,852
539,934,531,295,88,207,205,147,651,194,747,933,170,790,426,564,389,606,498,852,30
