"id","weight","time","location_id"
1,6,25,2
2,14,27,3
3,10,27,4
4,3,14,5
5,5,10,6
6,4,28,7
7,4,7,8
8,14,29,9
9,6,6,10
10,6,25,11
11,13,17,12
12,5,16,13
13,5,3,14
14,4,25,15
15,3,7,16
16,14,2,17
17,14,14,18
18,13,17,19
19,6,16,20
20,1,8,21
21,6,15,22
22,13,3,23
23,2,8,24
24,11,24,25
25,9,5,26
26,11,18,27
27,1,26,28
28,11,8,29
29,9,5,30
30,2,15,31
31,12,21,32
32,8,7,33
33,9,21,34
34,10,2,35
35,8,14,36
36,3,23,37
37,13,10,38
38,2,12,39
39,13,22,40
40,7,3,41
41,11,16,42
42,7,7,43
43,7,9,44
44,5,22,45
45,3,15,46
46,6,12,47
47,12,9,48
48,7,28,49
49,5,12,50
50,10,14,51
51,14,27,52
52,3,28,53
53,1,14,54
54,6,20,55
55,13,6,56
56,11,8,57
57,3,19,58
58,7,3,59
59,8,23,60
60,9,10,61
61,6,20,62
62,5,27,63
63,2,10,64
64,3,18,65
65,12,11,66
66,1,13,67
67,11,11,68
68,8,5,69
69,15,15,70
70,7,29,71
71,10,10,72
72,8,8,73
73,10,9,74
74,5,25,75
75,1,27,76
76,14,24,77
77,14,27,78
78,11,19,79
79,12,22,80
80,9,27,81
81,14,11,82
82,3,9,83
83,9,29,84
84,6,28,85
85,13,28,86
86,2,27,87
87,14,22,88
88,2,19,89
89,14,25,90
90,10,30,91
