"id","weight","time","location_id"
1,14,22,2
2,5,9,3
3,3,20,4
4,8,29,5
5,7,17,6
6,8,14,7
7,2,22,8
8,9,6,9
9,11,10,10
10,9,12,11
11,10,3,12
12,5,9,13
13,5,22,14
14,9,11,15
15,3,18,16
16,14,16,17
17,15,26,18
18,11,16,19
19,8,4,20
20,14,24,21
21,10,3,22
22,6,21,23
23,4,2,24
24,11,24,25
25,14,24,26
26,11,17,27
27,13,26,28
28,4,7,29
29,9,8,30
30,4,21,31
31,9,14,32
32,15,20,33
33,12,3,34
34,4,11,35
35,7,24,36
36,13,11,37
37,7,3,38
38,7,26,39
39,1,17,40
40,3,27,41
41,10,23,42
42,2,17,43
43,15,15,44
44,3,11,45
45,10,17,46
46,1,29,47
47,3,9,48
48,7,4,49
49,12,8,50
50,13,6,51
