"lon","lat"
7.6503014,51.9498799
7.60817,51.97811
7.6186482,51.9551729
7.6111634,51.9724975
7.6359981,51.9474428
7.60448,51.9628627
7.60876,51.95112
7.6222619,51.9709284
7.6177239,51.9720578
7.5870371,51.9640462
7.63366,51.96637
7.6233189,51.9562418
7.631613,51.976188
7.65,51.9531224
7.6451,51.94999
7.58923,51.96915
7.6360101,51.9496374
7.60034,51.96608
7.6440723,51.9587584
7.642595,51.9682181
7.5951649,51.971603
7.6174242,51.9445123
7.655372,51.9713844
7.6172374,51.9757169
7.6358143,51.9658416
7.6500009,51.9681734
7.5933084,51.9698742
7.63802,51.96911
7.64138,51.97113
7.6214501,51.9766836
7.60564,51.96635
7.5970566,51.9556294
7.6129733,51.9797401
7.6304497,51.970202
7.6320987,51.9498832
7.6035977,51.9729912
7.6343074,51.9767622
7.62209,51.94656
7.62758,51.95977
7.6673981,51.9586703
7.6390387,51.9472659
