30,526,717,394,261,1101,405,567,414,1130,983,1311,858,1238,970,934,1080,1230,472,151,405,818,514,1072,320,368,849,486,1044,347,986
526,30,392,247,369,646,217,354,827,638,496,820,487,745,504,445,589,773,441,544,152,345,490,578,329,515,366,310,564,614,525
717,392,30,587,664,825,357,191,866,597,623,866,785,783,688,423,670,931,347,667,429,303,355,569,646,498,347,263,470,618,376
394,247,587,30,178,740,299,503,758,829,640,970,496,903,614,646,743,869,525,460,195,559,580,764,122,534,575,432,770,598,739
261,369,664,178,30,886,341,548,641,969,788,1118,630,1050,762,782,891,1014,522,351,273,684,576,906,91,485,705,467,903,520,863
1101,646,825,740,886,30,831,898,1438,447,237,342,333,325,175,470,249,159,1031,1147,759,558,1071,401,826,1128,518,892,532,1230,608
405,217,357,299,341,831,30,240,653,773,670,984,667,906,688,574,757,957,267,388,141,451,321,720,333,328,485,164,676,430,612
567,354,191,503,548,898,240,30,707,731,707,984,800,902,754,542,772,1014,191,509,339,412,212,694,543,338,455,113,611,458,524
414,827,866,758,641,1438,653,707,30,1386,1291,1607,1222,1529,1299,1188,1379,1567,550,327,710,1059,555,1338,697,399,1098,654,1277,279,1197
1130,638,597,829,969,447,773,731,1386,30,297,317,638,240,396,229,230,486,891,1131,756,357,912,99,920,1026,318,766,164,1145,265
983,496,623,640,788,237,670,707,1291,297,30,360,372,294,133,265,135,339,850,1010,617,352,886,233,732,960,311,712,344,1069,408
1311,820,866,970,1118,342,984,984,1607,317,360,30,634,113,403,474,261,293,1139,1333,941,603,1167,327,1061,1263,559,1006,449,1377,550
858,487,785,496,630,333,667,800,1222,638,372,634,30,596,279,554,461,447,898,925,570,572,947,573,569,959,549,766,665,1044,702
1238,745,783,903,1050,325,906,902,1529,240,294,113,596,30,353,391,190,311,1057,1257,866,520,1084,245,994,1182,476,924,370,1297,470
970,504,688,614,762,175,688,754,1299,396,133,403,279,353,30,358,212,299,887,1010,619,427,927,335,703,984,390,748,446,1088,505
934,445,423,646,782,470,574,542,1188,229,265,474,554,391,358,30,282,556,700,932,561,162,725,182,736,831,120,571,157,949,179
1080,589,670,743,891,249,757,772,1379,230,135,261,461,190,212,282,30,309,922,1103,711,398,953,183,835,1039,353,786,317,1152,402
1230,773,931,869,1014,159,957,1014,1567,486,339,293,447,311,299,556,309,30,1152,1276,887,659,1190,456,954,1253,617,1013,593,1357,681
472,441,347,525,522,1031,267,191,550,891,850,1139,898,1057,887,700,922,1152,30,388,377,568,85,851,536,183,611,169,772,301,685
151,544,667,460,351,1147,388,509,327,1131,1010,1333,925,1257,1010,932,1103,1276,388,30,423,809,423,1077,403,262,844,435,1034,226,966
405,152,429,195,273,759,141,339,710,756,617,941,570,866,619,561,711,887,377,423,30,451,431,697,248,420,478,271,675,508,627
818,345,303,559,684,558,451,412,1059,357,352,603,572,520,427,162,398,659,568,809,451,30,594,313,643,700,75,440,256,818,211
514,490,355,580,576,1071,321,212,555,912,886,1167,947,1084,927,725,953,1190,85,423,431,594,30,876,591,200,638,212,789,309,699
1072,578,569,764,906,401,720,694,1338,99,233,327,573,245,335,182,183,456,851,1077,697,313,876,30,855,982,271,723,167,1100,261
320,329,646,122,91,826,333,543,697,920,732,1061,569,994,703,736,835,954,536,403,248,643,591,855,30,517,662,465,858,562,823
368,515,498,534,485,1128,328,338,399,1026,960,1263,959,1182,984,831,1039,1253,183,262,420,700,200,982,517,30,741,290,913,151,830
849,366,347,575,705,518,485,455,1098,318,311,559,549,476,390,120,353,617,611,844,478,75,638,271,662,741,30,482,228,859,202
486,310,263,432,467,892,164,113,654,766,712,1006,766,924,748,571,786,1013,169,435,271,440,212,723,465,290,482,30,654,409,574
1044,564,470,770,903,532,676,611,1277,164,344,449,665,370,446,157,317,593,772,1034,675,256,789,167,858,913,228,654,30,1032,131
347,614,618,598,520,1230,430,458,279,1145,1069,1377,1044,1297,1088,949,1152,1357,301,226,508,818,309,1100,562,151,859,409,1032,30,951
986,525,376,739,863,608,612,524,1197,265,408,550,702,470,505,179,402,681,685,966,627,211,699,261,823,830,202,574,131,951,30
