30,414,452,479,526,952,432,696,858,818,675,837,791,496,656,261,731,567,885,347,869,514,938,622,1327,1215,405,569,1123,818,1238,306,1072,1230,1130,539,405,737,598,638,1382
414,30,822,823,827,1222,609,1069,1222,1059,827,1169,1113,795,784,641,965,707,1181,279,1090,555,1217,783,1641,1498,710,914,1421,1017,1529,549,1338,1567,1386,664,653,1007,804,911,1703
452,822,30,143,273,636,465,277,436,568,600,445,416,267,618,224,514,558,540,667,639,645,611,557,936,863,250,187,757,629,875,382,751,822,817,564,359,461,479,386,985
479,823,143,30,160,542,386,307,436,459,493,388,345,158,515,279,402,462,455,639,529,571,520,453,880,784,172,122,684,517,801,333,659,782,724,474,280,353,371,274,934
526,827,273,160,30,457,310,397,487,345,368,378,318,61,396,369,277,354,392,614,410,490,442,332,845,720,152,186,632,390,745,309,578,773,638,374,217,248,246,154,906
952,1222,636,542,457,30,648,571,506,210,500,305,281,486,555,787,297,590,144,987,230,773,66,516,484,306,577,480,253,313,342,710,150,492,213,633,602,248,461,347,556
432,609,465,386,310,648,30,661,766,480,275,649,585,285,254,423,387,166,621,369,511,215,646,223,1083,924,247,454,857,443,958,164,761,1034,807,146,136,437,225,350,1150
696,1069,277,307,397,571,661,30,202,581,724,307,320,412,758,466,567,720,457,906,654,845,537,694,752,731,448,241,616,678,730,608,663,614,732,739,556,477,606,453,790
858,1222,436,436,487,506,766,202,30,572,777,234,284,511,820,630,587,800,395,1044,639,947,469,758,594,606,570,349,490,685,596,737,573,447,638,826,667,486,670,499,626
818,1059,568,459,345,210,480,581,572,30,320,373,318,368,375,684,124,412,242,818,104,594,222,336,664,481,451,427,433,149,520,559,313,659,357,455,451,140,287,221,735
675,827,600,493,368,500,275,724,777,320,30,608,542,365,85,627,245,150,518,578,318,320,512,83,954,765,395,519,723,233,806,401,594,943,625,193,319,340,152,309,1025
837,1169,445,388,378,305,649,307,234,373,608,30,97,408,655,630,402,652,192,962,437,817,270,598,523,461,489,300,348,489,466,655,388,428,456,684,564,301,514,342,576
791,1113,416,345,318,281,585,320,284,318,542,97,30,349,589,592,339,585,168,902,385,751,248,531,566,478,434,262,372,431,490,597,380,485,448,618,503,237,448,275,623
496,795,267,158,61,486,285,412,511,368,365,408,349,30,388,347,295,340,423,584,430,467,472,325,877,751,121,202,663,404,776,277,607,804,666,356,189,274,243,178,938
656,784,618,515,396,555,254,758,820,375,85,655,589,388,30,627,298,119,571,535,372,269,566,94,1009,820,406,550,778,287,861,386,649,997,679,154,317,391,182,351,1080
261,641,224,279,369,787,423,466,630,684,627,630,592,347,627,30,610,548,704,520,747,576,767,576,1123,1033,273,361,933,715,1050,299,906,1014,969,538,341,586,520,493,1174
731,965,514,402,277,297,387,567,587,124,245,402,339,295,298,610,30,323,303,725,169,505,303,251,748,572,371,388,517,146,609,468,406,729,450,366,360,132,194,159,818
567,707,558,462,354,590,166,720,800,412,150,652,585,340,119,548,323,30,589,458,424,212,597,108,1041,863,339,509,810,345,902,299,694,1014,731,74,240,402,169,340,1110
885,1181,540,455,392,144,621,457,395,242,518,192,168,423,571,704,303,589,30,955,294,767,110,522,493,361,513,383,271,361,383,662,243,457,311,628,558,217,451,302,558
347,279,667,639,614,987,369,906,1044,818,578,962,902,584,535,520,725,458,955,30,845,309,984,535,1417,1263,508,726,1193,770,1297,339,1100,1357,1145,415,430,775,561,683,1482
869,1090,639,529,410,230,511,654,639,104,318,437,385,430,372,747,169,424,294,845,30,604,253,346,678,479,510,500,449,116,523,603,308,692,338,469,496,213,316,286,750
514,555,645,571,490,773,215,845,947,594,320,817,751,467,269,576,505,212,767,309,604,30,778,289,1222,1045,431,638,992,522,1084,308,876,1190,912,170,321,580,346,508,1291
938,1217,611,520,442,66,646,537,469,222,512,270,248,472,566,767,303,597,110,984,253,778,30,524,475,311,563,454,243,332,342,702,170,470,236,638,595,241,464,337,544
622,783,557,453,332,516,223,694,758,336,83,598,531,325,94,576,251,108,522,535,346,289,524,30,969,787,348,486,737,266,827,348,617,948,653,153,267,338,119,290,1039
1327,1641,936,880,845,484,1083,752,594,664,954,523,566,877,1009,1123,748,1041,493,1417,678,1222,475,969,30,252,965,793,261,763,201,1121,406,205,410,1082,1020,677,907,765,103
1215,1498,863,784,720,306,924,731,606,481,765,461,478,751,820,1033,572,863,361,1263,479,1045,311,787,252,30,842,708,146,565,81,983,201,354,189,906,876,521,736,618,323
405,710,250,172,152,577,247,448,570,451,395,489,434,121,406,273,371,339,513,508,510,431,563,348,965,842,30,250,753,474,866,199,697,887,756,343,141,363,281,265,1025
569,914,187,122,186,480,454,241,349,427,519,300,262,202,550,361,388,509,383,726,500,638,454,486,793,708,250,30,604,504,722,418,594,692,661,528,351,317,399,262,845
1123,1421,757,684,632,253,857,616,490,433,723,348,372,663,778,933,517,810,271,1193,449,992,243,737,261,146,753,604,30,534,148,903,194,292,228,852,799,449,677,541,332
818,1017,629,517,390,313,443,678,685,149,233,489,431,404,287,715,146,345,361,770,116,522,332,266,763,565,474,504,534,30,609,545,395,772,422,389,442,232,252,274,835
1238,1529,875,801,745,342,958,730,596,520,806,466,490,776,861,1050,609,902,383,1297,523,1084,342,827,201,81,866,722,148,609,30,1012,245,311,240,945,906,553,773,648,272
306,549,382,333,309,710,164,608,737,559,401,655,597,277,386,299,468,299,662,339,603,308,702,348,1121,983,199,418,903,545,1012,30,828,1051,881,278,138,492,324,394,1184
1072,1338,751,659,578,150,761,663,573,313,594,388,380,607,649,906,406,694,243,1100,308,876,170,617,406,201,697,594,194,395,245,828,30,456,99,737,720,367,570,466,479
1230,1567,822,782,773,492,1034,614,447,659,943,428,485,804,997,1014,729,1014,457,1357,692,1190,470,948,205,354,887,692,292,772,311,1051,456,30,486,1052,957,642,875,715,214
1130,1386,817,724,638,213,807,732,638,357,625,456,448,666,679,969,450,731,311,1145,338,912,236,653,410,189,756,661,228,422,240,881,99,486,30,775,773,423,613,523,482
539,664,564,474,374,633,146,739,826,455,193,684,618,356,154,538,366,74,628,415,469,170,638,153,1082,906,343,528,852,389,945,278,737,1052,775,30,237,441,207,373,1152
