"lon","lat"
7.6503014,51.9498799
7.6529,51.95536
7.6485237,51.9643947
7.6360101,51.9496374
7.6320987,51.9498832
7.6177239,51.9720578
7.60448,51.9628627
7.6390387,51.9472659
7.5982961,51.966712
7.60564,51.96635
7.61323,51.9584
7.64138,51.97113
7.58384,51.96231
7.6396278,51.9668951
7.6343981,51.9693705
7.6458742,51.9736959
7.6358143,51.9658416
7.63802,51.96911
7.6129733,51.9797401
7.6365,51.96489
7.629328,51.9477658
7.6222619,51.9709284
7.6186482,51.9551729
7.631613,51.976188
7.6291469,51.9596184
7.6304497,51.970202
7.596053,51.9585394
7.62813,51.95329
7.62376,51.96468
7.65641,51.96452
7.6451868,51.96475
7.6089137,51.9701708
7.60876,51.95112
7.60557,51.9588
7.6090559,51.9463885
7.655372,51.9713844
7.637205,51.9610634
7.6133455,51.9737541
7.6237645,51.9527276
7.6334061,51.9580046
7.6155586,51.9715187
7.5951649,51.971603
7.6359981,51.9474428
7.6174242,51.9445123
7.6451,51.94999
7.6367754,51.9730844
7.6233189,51.9562418
7.6380005,51.9639647
7.60034,51.96608
7.60817,51.97811
7.6235569,51.9530873
