30,952,983,472,818,828,155,1083,986,539,514,717,934,1378,1382,656,1283,405,374,821,134,1130,938,1238,982,301,1044,1112,584,1072,322
952,30,201,959,313,162,995,175,238,633,773,480,95,524,556,555,364,577,624,422,859,213,66,342,131,944,189,246,431,150,831
983,201,30,1062,468,284,1045,185,408,747,886,623,265,429,443,688,368,617,685,304,882,297,170,294,104,1021,344,164,429,233,911
472,959,1062,30,717,830,368,1104,894,359,226,550,914,1449,1472,465,1280,544,448,1014,505,1104,963,1272,1030,202,984,1166,739,1066,226
818,313,468,717,30,221,827,447,210,389,522,205,252,800,835,287,599,474,474,592,743,422,332,609,408,737,297,528,441,395,625
828,162,284,830,221,30,866,306,245,505,645,369,137,650,677,436,494,454,495,413,737,333,163,473,234,812,259,368,334,278,699
155,995,1045,368,827,866,30,1132,1002,508,451,703,969,1443,1452,631,1329,458,400,909,239,1168,985,1292,1036,198,1070,1170,655,1114,261
1083,175,185,1104,447,306,1132,30,327,777,917,619,226,383,419,696,232,709,763,459,987,147,177,197,139,1087,236,124,544,99,974
986,238,408,894,210,245,1002,327,30,569,699,376,179,665,709,461,439,627,642,613,906,265,272,470,335,917,131,419,543,261,804
539,633,747,359,389,505,508,777,569,30,170,233,586,1125,1152,154,950,343,264,745,500,775,638,945,708,389,655,843,483,737,283
514,773,886,226,522,645,451,917,699,170,30,355,725,1265,1291,269,1088,431,336,870,504,912,778,1084,848,301,789,983,600,876,223
717,480,623,550,205,369,703,619,376,233,355,30,423,972,1006,115,774,429,391,695,659,597,495,783,570,592,470,696,480,569,484
934,95,265,914,252,137,969,226,179,586,725,423,30,579,613,501,397,561,599,466,844,229,125,391,195,908,157,306,436,182,795
1378,524,429,1449,800,650,1443,383,665,1125,1265,972,579,30,92,1048,290,1015,1084,628,1276,434,517,225,450,1418,565,313,824,438,1307
1382,556,443,1472,835,677,1452,419,709,1152,1291,1006,613,92,30,1080,348,1025,1098,616,1280,482,544,272,473,1434,610,340,829,479,1324
656,555,688,465,287,436,631,696,461,154,269,115,501,1048,1080,30,856,406,349,733,607,679,566,861,640,512,553,770,496,649,407
1283,364,368,1280,599,494,1329,232,439,950,1088,774,397,290,348,856,30,909,958,637,1188,207,375,138,339,1275,338,241,746,247,1161
405,577,617,544,474,454,458,709,627,343,431,429,561,1015,1025,406,909,30,128,506,314,756,563,866,610,454,675,743,235,697,358
374,624,685,448,474,495,400,763,642,264,336,391,599,1084,1098,349,958,128,30,598,302,797,616,925,670,368,703,806,324,743,266
821,422,304,1014,592,413,909,459,613,745,870,695,466,628,616,733,637,506,598,30,717,566,386,549,360,929,581,426,305,499,834
134,859,882,505,743,737,239,987,906,500,504,659,844,1276,1280,607,1188,314,302,717,30,1039,843,1140,884,344,958,1013,483,979,326
1130,213,297,1104,422,333,1168,147,265,775,912,597,229,434,482,679,207,756,797,566,1039,30,236,240,236,1106,164,230,613,99,992
938,66,170,963,332,163,985,177,272,638,778,495,125,517,544,566,375,563,616,386,843,236,30,342,106,940,225,235,408,170,828
1238,342,294,1272,609,473,1292,197,470,945,1084,783,391,225,272,861,138,866,925,549,1140,240,342,30,287,1252,370,159,689,245,1140
982,131,104,1030,408,234,1036,139,335,708,848,570,195,450,473,640,339,610,670,360,884,236,106,287,30,1000,271,167,437,169,889
301,944,1021,202,737,812,198,1087,917,389,301,592,908,1418,1434,512,1275,454,368,929,344,1106,940,1252,1000,30,996,1137,658,1059,144
1044,189,344,984,297,259,1070,236,131,655,789,470,157,565,610,553,338,675,703,581,958,164,225,370,271,996,30,330,562,167,882
1112,246,164,1166,528,368,1170,124,419,843,983,696,306,313,340,770,241,743,806,426,1013,230,235,159,167,1137,330,30,561,193,1026
584,431,429,739,441,334,655,544,543,483,600,480,436,824,829,496,746,235,324,305,483,613,408,689,437,658,562,561,30,547,560
1072,150,233,1066,395,278,1114,99,261,737,876,569,182,438,479,649,247,697,743,499,979,99,170,245,169,1059,167,193,547,30,945
322,831,911,226,625,699,261,974,804,283,223,484,795,1307,1324,407,1161,358,266,834,326,992,828,1140,889,144,882,1026,560,945,30
