"id","weight","time","location_id"
1,6,19,2
2,8,16,3
3,14,20,4
4,4,8,5
5,4,4,6
6,13,7,7
7,11,14,8
8,3,17,9
9,11,27,10
10,14,16,11
11,15,21,12
12,7,2,13
13,12,11,14
14,2,6,15
15,2,16,16
16,9,27,17
17,7,22,18
18,2,9,19
19,7,10,20
20,2,22,21
21,5,7,22
22,1,13,23
23,6,28,24
24,4,8,25
25,13,2,26
26,5,16,27
27,5,7,28
28,13,17,29
29,6,14,30
30,5,24,31
31,14,10,32
32,13,13,33
33,6,15,34
34,2,7,35
35,4,26,36
36,3,4,37
37,8,4,38
38,3,1,39
39,9,26,40
40,2,21,41
41,14,30,42
42,5,16,43
43,1,22,44
44,7,26,45
45,8,10,46
46,4,10,47
47,13,4,48
48,8,23,49
49,6,24,50
50,13,21,51
51,12,22,52
52,13,4,53
53,5,22,54
54,2,15,55
55,12,14,56
56,10,28,57
57,4,15,58
58,3,6,59
59,14,14,60
60,7,16,61
