"lon","lat"
7.6503014,51.9498799
7.6217966,51.958984
7.59061,51.95608
7.6360101,51.9496374
7.60557,51.9588
7.5951649,51.971603
7.62376,51.96468
7.6329324,51.9738727
7.6334061,51.9580046
7.6129733,51.9797401
7.6089137,51.9701708
7.62813,51.95329
7.637205,51.9610634
7.6396278,51.9668951
7.6365,51.96489
7.64138,51.97113
7.6177239,51.9720578
7.61075,51.95068
7.6304298,51.9579407
7.5982961,51.966712
7.58923,51.96915
7.6458742,51.9736959
7.6451868,51.96475
7.655372,51.9713844
7.60817,51.97811
7.6018463,51.9759456
7.642595,51.9682181
7.6367754,51.9730844
7.6154369,51.969254
7.6133455,51.9737541
7.6224002,51.9518166
7.6414876,51.9604829
7.621907,51.9781995
7.629328,51.9477658
7.596053,51.9585394
7.58384,51.96231
7.60884,51.96836
7.60168,51.9701
7.6540233,51.9628922
7.6304497,51.970202
7.6365,51.96259
