30,1283,952,572,885,414,672,1230,942,567,590,151,970,301,405,316,821,982,791,584,461,368,472,345,953,638,706,247,1072,533,564
1283,30,364,742,434,1554,642,417,444,906,902,1292,443,1275,909,1031,637,339,557,746,907,1199,1280,1095,377,680,676,1103,247,866,793
952,364,30,410,144,1222,310,492,267,590,590,958,297,944,577,710,422,131,281,431,575,871,959,764,87,347,402,769,150,540,488
572,742,410,30,350,863,130,743,440,347,363,585,474,594,197,344,403,445,290,149,247,540,652,422,414,104,277,399,530,261,212
885,434,144,350,30,1181,254,457,178,589,593,905,215,908,513,627,309,127,168,342,544,844,944,731,192,302,291,718,243,524,391
414,1554,1222,863,1181,30,957,1567,1267,707,721,327,1299,311,710,683,1174,1275,1113,913,678,399,380,491,1208,911,1050,497,1338,724,911
672,642,310,130,254,957,30,662,359,392,403,683,396,684,297,436,365,348,223,184,323,623,729,508,317,83,257,496,430,316,254
1230,417,492,743,457,1567,662,30,334,1014,1019,1276,299,1306,887,947,447,394,485,684,955,1253,1361,1135,544,715,555,1101,456,945,696
942,444,267,440,178,1267,359,334,30,716,724,979,68,1003,587,666,223,181,183,389,651,949,1057,831,323,412,278,800,317,644,414
567,906,590,347,589,707,392,1014,716,30,55,509,754,431,339,499,717,667,585,461,176,338,403,267,562,340,594,352,694,118,513
590,902,590,363,593,721,403,1019,724,55,30,530,762,447,362,523,730,669,595,478,200,352,410,287,559,351,609,375,691,138,532
151,1292,958,585,905,327,683,1276,979,509,530,30,1010,182,423,387,878,1000,826,622,431,262,354,273,952,642,755,219,1077,494,615
970,443,297,474,215,1299,396,299,68,754,762,1010,30,1036,619,691,226,205,216,418,687,984,1094,866,354,449,300,832,335,681,438
301,1275,944,594,908,311,684,1306,1003,431,447,182,1036,30,454,477,929,1000,851,658,399,130,202,211,929,636,801,246,1059,443,668
405,909,577,197,513,710,297,887,587,339,362,423,619,454,30,205,506,610,434,235,194,420,544,302,580,265,377,244,697,258,250
316,1031,710,344,627,683,436,947,666,499,523,387,691,477,205,30,536,723,518,316,354,482,612,384,723,418,423,273,829,426,283
821,637,422,403,309,1174,365,447,223,717,730,878,226,929,506,536,30,360,192,305,616,893,1014,774,471,412,160,716,499,633,293
982,339,131,445,127,1275,348,394,181,667,669,1000,205,1000,610,723,360,30,250,437,634,933,1030,822,186,394,372,813,169,608,483
791,557,281,290,168,1113,223,485,183,585,595,826,216,851,434,518,192,250,30,236,506,800,912,682,323,275,154,647,380,507,269
584,746,431,149,342,913,184,684,389,461,478,622,418,658,235,316,305,437,236,30,345,619,739,499,451,199,175,448,547,374,101
461,907,575,247,544,678,323,955,651,176,200,431,687,399,194,354,616,634,506,345,30,330,437,219,561,272,487,248,690,106,386
368,1199,871,540,844,399,623,1253,949,338,352,262,984,130,420,482,893,933,800,619,330,30,160,149,851,573,764,239,982,362,639
472,1280,959,652,944,380,729,1361,1057,403,410,354,1094,202,544,612,1014,1030,912,739,437,160,30,273,934,676,884,369,1066,451,764
345,1095,764,422,731,491,508,1135,831,267,287,273,866,211,302,384,774,822,682,499,219,149,273,30,748,459,644,152,878,265,521
953,377,87,414,192,1208,317,544,323,562,559,952,354,929,580,723,471,186,323,451,561,851,934,748,30,346,440,763,162,519,513
638,680,347,104,302,911,83,715,412,340,351,642,449,636,265,418,412,394,275,199,272,573,676,459,346,30,298,453,466,263,269
706,676,402,277,291,1050,257,555,278,594,609,755,300,801,377,423,160,372,154,175,487,764,884,644,440,298,30,588,503,508,172
247,1103,769,399,718,497,496,1101,800,352,375,219,832,246,244,273,716,813,647,448,248,239,369,152,763,453,588,30,888,317,454
1072,247,150,530,243,1338,430,456,317,694,691,1077,335,1059,697,829,499,169,380,547,690,982,1066,878,162,466,503,888,30,650,602
533,866,540,261,524,724,316,945,644,118,138,494,681,443,258,426,633,608,507,374,106,362,451,265,519,263,508,317,650,30,425
564,793,488,212,391,911,254,696,414,513,532,615,438,668,250,283,293,483,269,101,386,639,764,521,513,269,172,454,602,425,30
