30,1112,1378,818,1215,322,717,1080,564,345,832,837,731,316,533,461,479,428,983,1129,910,499,1044,539,598,828,1382,405,934,438,598,567,452,1130,95,706,672,404,672,696,952,472,622,134,791,938,306,394,970,942,368,301,861,986,247,628,491,590,459,821,1238
1112,30,313,425,156,1026,696,62,600,959,549,337,508,847,745,771,673,907,164,197,356,728,330,843,668,368,340,788,306,785,643,801,746,230,1088,474,487,816,484,605,246,1166,729,1013,361,235,892,774,232,234,1071,1137,396,419,949,514,887,803,685,426,159
1378,313,30,704,275,1307,972,343,851,1240,818,575,790,1103,1027,1053,931,1190,429,294,628,1010,565,1125,950,650,92,1068,579,1066,867,1083,989,434,1359,714,739,1097,763,806,524,1449,1010,1276,617,517,1170,1027,444,467,1353,1418,589,665,1225,783,1170,1084,957,628,225
818,425,704,30,481,665,303,398,435,598,179,373,124,609,368,413,459,533,352,541,124,368,256,455,287,102,735,451,162,432,547,412,568,357,778,406,368,467,213,581,210,783,336,733,318,222,559,559,427,390,700,779,486,211,620,304,503,410,410,480,520
1215,156,275,481,30,1107,740,181,715,1040,581,461,572,958,816,851,784,981,285,292,396,807,321,906,736,438,323,876,350,868,765,863,863,189,1187,595,603,900,577,731,306,1234,787,1118,478,311,983,887,358,360,1147,1220,522,422,1041,619,954,860,786,552,81
322,1026,1307,665,1107,30,484,994,577,97,630,807,571,417,330,286,494,171,911,1086,758,330,882,283,410,699,1324,273,795,271,668,322,538,992,257,704,655,241,574,768,831,226,395,326,746,828,191,468,931,896,96,144,868,804,174,575,226,340,414,834,1140
717,696,972,303,740,484,30,670,545,427,195,608,237,603,217,292,519,343,623,812,375,267,470,233,180,369,1006,357,423,316,673,191,628,597,662,587,535,346,361,740,480,550,124,659,543,495,442,587,688,650,498,592,712,376,500,439,290,176,425,695,783
1080,62,343,398,181,994,670,30,569,927,525,309,479,816,714,740,642,876,135,203,332,696,317,813,638,339,369,757,282,754,614,772,716,230,1056,445,456,784,452,580,220,1136,700,981,330,206,861,743,212,209,1039,1106,373,402,917,482,857,774,653,402,190
564,600,851,435,715,577,545,569,30,521,541,306,395,283,425,386,118,518,466,596,499,367,626,531,404,400,851,352,499,382,158,513,179,669,555,172,143,393,254,238,488,764,491,460,269,462,417,206,438,414,639,668,332,612,454,161,539,532,199,293,729
345,959,1240,598,1040,97,427,927,521,30,568,743,505,384,265,219,441,117,845,1020,692,263,817,231,344,632,1258,209,728,204,618,267,495,925,282,644,594,175,508,717,764,273,336,325,682,761,143,426,866,831,149,211,808,741,152,512,179,287,355,774,1073
832,549,818,179,581,630,195,525,541,568,30,520,176,667,336,402,544,489,494,680,223,364,305,389,264,251,855,457,273,425,663,344,657,434,783,539,495,460,321,710,335,713,267,760,462,357,558,632,574,537,652,742,632,211,620,414,444,334,470,624,626
837,337,575,373,461,807,608,309,306,743,520,30,402,558,573,570,388,713,205,322,380,534,465,684,514,304,576,564,350,576,335,652,445,456,823,170,195,600,289,307,305,976,598,734,97,270,655,482,163,139,862,910,143,498,703,261,713,662,430,146,466
731,508,790,124,572,571,237,479,395,505,176,402,30,537,275,320,402,440,421,610,217,276,346,366,194,171,818,360,254,339,517,323,514,450,689,400,353,374,177,567,297,692,251,650,339,303,468,495,481,443,607,685,509,286,530,269,412,325,337,496,609
316,847,1103,609,958,417,603,816,283,384,667,558,537,30,426,354,204,424,714,849,692,368,826,494,456,599,1104,289,705,335,315,499,169,892,318,423,394,319,436,416,710,612,519,212,518,690,273,108,691,666,482,477,576,788,273,370,473,523,230,536,975
533,745,1027,368,816,330,217,714,425,265,336,573,275,426,30,106,375,196,642,827,460,92,583,142,111,409,1051,172,499,129,548,118,474,694,481,508,454,160,316,632,540,451,125,473,507,542,257,422,681,644,362,443,659,506,317,357,174,138,272,633,852
461,771,1053,413,851,286,292,740,386,219,402,570,320,354,106,30,324,174,660,839,506,74,635,180,168,443,1072,96,541,53,503,176,414,739,411,487,434,88,323,593,575,437,201,397,506,572,186,358,687,651,330,399,646,565,248,342,184,200,221,616,884
479,673,931,459,784,494,519,642,118,441,544,388,402,204,375,324,30,446,540,680,535,314,667,474,371,438,934,280,543,316,211,462,143,724,467,259,223,321,278,307,542,684,453,376,345,520,333,135,521,494,557,582,420,640,367,200,474,483,134,381,801
428,907,1190,533,981,171,343,876,518,117,489,713,440,424,196,174,446,30,800,981,625,212,746,145,276,574,1211,196,664,169,626,182,518,859,366,628,575,155,465,722,705,293,254,398,649,705,186,453,830,794,197,282,788,666,221,485,93,201,349,757,1016
983,164,429,352,285,911,623,135,466,845,494,205,421,714,642,660,540,800,30,219,311,618,344,747,570,284,443,670,265,672,510,707,611,297,961,341,352,701,367,479,201,1062,640,882,226,170,772,640,133,114,960,1021,280,408,826,385,786,712,558,304,294
1129,197,294,541,292,1086,812,203,596,1020,680,322,610,849,827,839,680,981,219,30,491,798,490,933,756,473,286,843,441,849,603,895,730,397,1114,456,487,876,545,541,377,1244,829,1026,374,352,940,771,189,220,1137,1193,324,573,990,545,971,900,718,363,263
