"id","weight","time","location_id"
1,11,12,2
2,11,21,3
3,6,13,4
4,3,8,5
5,8,13,6
6,7,26,7
7,8,23,8
8,2,26,9
9,12,21,10
10,10,16,11
11,7,11,12
12,5,12,13
13,9,6,14
14,4,16,15
15,11,10,16
16,10,25,17
17,4,2,18
18,13,10,19
19,6,14,20
20,2,24,21
21,3,24,22
22,5,23,23
23,7,20,24
24,15,2,25
25,3,7,26
26,11,8,27
27,1,20,28
28,15,4,29
29,13,4,30
30,2,26,31
31,13,14,32
32,9,5,33
33,6,9,34
34,4,11,35
35,14,23,36
36,13,12,37
37,6,26,38
38,14,27,39
39,14,11,40
40,10,21,41
41,5,23,42
42,14,14,43
43,13,17,44
44,13,8,45
45,7,24,46
46,2,21,47
47,9,27,48
48,2,14,49
49,1,19,50
50,13,1,51
51,2,14,52
52,1,25,53
53,8,25,54
54,10,21,55
55,1,25,56
56,6,11,57
57,8,7,58
58,6,17,59
59,10,9,60
60,3,8,61
61,2,25,62
62,10,29,63
63,5,21,64
64,10,17,65
65,8,8,66
66,11,28,67
67,13,25,68
68,10,27,69
69,7,23,70
70,10,8,71
