"id","weight","time","location_id"
1,11,14,2
2,5,9,3
3,1,2,4
4,11,18,5
5,10,11,6
6,7,5,7
7,1,20,8
8,13,7,9
9,3,15,10
10,5,17,11
11,13,15,12
12,1,18,13
13,13,12,14
14,3,24,15
15,12,2,16
16,14,11,17
17,13,14,18
18,5,18,19
19,7,29,20
20,14,9,21
21,6,9,22
22,6,7,23
23,3,22,24
24,14,29,25
25,5,17,26
26,3,9,27
27,13,27,28
28,13,9,29
29,6,27,30
30,5,27,31
31,15,23,32
32,6,12,33
33,2,2,34
34,10,13,35
35,6,29,36
36,2,9,37
37,10,17,38
38,12,14,39
39,13,16,40
40,9,14,41
41,12,29,42
42,8,11,43
43,9,23,44
44,12,3,45
45,11,29,46
46,6,26,47
47,11,2,48
48,15,17,49
49,14,18,50
50,13,2,51
51,3,14,52
52,1,5,53
53,13,11,54
54,7,4,55
55,10,19,56
56,5,28,57
57,14,28,58
58,9,17,59
59,4,22,60
60,6,6,61
61,7,14,62
62,13,27,63
63,9,17,64
64,8,16,65
65,14,22,66
66,14,13,67
67,3,1,68
68,9,5,69
69,10,7,70
70,10,5,71
71,10,21,72
72,10,19,73
73,4,24,74
74,13,6,75
75,6,14,76
76,10,12,77
77,6,19,78
78,7,12,79
79,8,3,80
80,11,14,81
81,12,22,82
82,6,27,83
83,3,3,84
84,15,3,85
85,4,6,86
86,4,13,87
87,9,5,88
88,7,4,89
89,10,13,90
90,10,20,91
