"id","weight","time","location_id"
1,2,9,2
2,3,10,3
3,10,9,4
4,10,23,5
5,5,4,6
6,4,6,7
7,13,15,8
8,9,24,9
9,9,9,10
10,7,8,11
11,9,12,12
12,8,16,13
13,10,7,14
14,12,7,15
15,3,26,16
16,8,2,17
17,12,29,18
18,5,28,19
19,6,29,20
20,7,23,21
21,1,24,22
22,6,6,23
23,14,7,24
24,5,4,25
25,13,15,26
26,13,15,27
27,13,9,28
28,9,23,29
29,11,8,30
30,5,13,31
31,2,11,32
32,10,15,33
33,10,29,34
34,5,17,35
35,6,18,36
36,15,21,37
37,2,29,38
38,2,4,39
39,3,17,40
40,7,30,41
41,3,14,42
42,13,4,43
43,2,2,44
44,5,4,45
45,15,17,46
46,7,13,47
47,12,14,48
48,10,14,49
49,2,5,50
50,3,18,51
51,13,21,52
52,13,12,53
53,12,30,54
54,2,14,55
55,4,4,56
56,7,13,57
57,5,11,58
58,2,23,59
59,6,8,60
60,4,14,61
61,14,11,62
62,15,13,63
63,9,9,64
64,7,2,65
65,5,5,66
66,15,2,67
67,14,23,68
68,7,11,69
69,14,10,70
70,5,6,71
