30,1044,672,934,320,983,861,731,818,1327,499,584,675,95,134,1311,316,1080,247,428,1215,696,472,869,461,396,1238,486,491,818,982,1101,986,598,394,1072,656,598,526,414,261
1044,30,534,157,858,344,570,346,256,538,591,562,500,1005,958,449,826,317,846,746,321,727,984,218,635,890,370,654,709,297,271,532,131,503,770,167,553,720,564,1277,903
672,534,30,407,410,352,244,353,368,687,405,126,524,658,569,681,394,456,544,575,603,245,833,442,434,709,616,507,585,464,373,462,534,412,319,496,563,216,231,1008,467
934,157,407,30,736,265,460,254,162,541,496,436,446,898,844,474,705,282,743,664,350,604,914,167,541,812,391,571,635,252,195,470,179,418,646,182,501,593,445,1188,782
320,858,410,736,30,732,580,574,643,1064,411,339,612,332,219,1061,74,835,308,466,979,406,646,709,398,530,994,465,516,683,745,826,823,499,122,855,617,309,329,697,91
983,344,352,265,732,30,280,421,352,380,618,429,635,961,882,360,714,135,826,800,285,479,1062,392,660,947,294,712,786,468,104,237,408,570,640,233,688,510,496,1291,788
861,570,244,460,580,280,30,509,486,536,614,339,708,856,757,562,576,373,753,788,522,248,1047,550,646,923,516,717,795,601,341,281,609,608,497,479,754,312,444,1212,640
731,346,353,254,574,421,509,30,124,748,276,324,245,689,650,692,537,479,530,440,572,567,692,169,320,588,609,347,412,146,375,620,286,194,495,406,298,517,277,965,610
818,256,368,162,643,352,486,124,30,664,368,366,320,778,733,603,609,398,620,533,481,581,783,104,413,680,520,440,503,149,297,558,211,287,559,313,375,547,345,1059,684
1327,538,687,541,1064,380,536,748,664,30,964,772,954,1308,1225,141,1051,299,1176,1144,252,752,1405,678,1006,1292,201,1055,1126,763,405,292,636,907,975,406,1009,813,845,1641,1123
499,591,405,496,411,618,614,276,368,964,30,319,231,451,430,920,368,696,288,212,807,575,476,408,74,359,840,133,211,350,590,793,523,130,361,646,238,489,209,722,427
584,562,126,436,339,429,339,324,366,772,319,30,462,567,483,759,316,530,448,484,671,293,739,438,345,615,689,421,498,441,437,555,543,344,247,547,496,225,141,913,392
675,500,524,446,612,635,708,245,320,954,231,462,30,620,619,889,568,687,458,301,765,724,515,318,253,431,806,221,250,233,585,834,410,152,556,594,85,652,368,827,627
95,1005,658,898,332,961,856,689,778,1308,451,567,620,30,146,1287,318,1056,194,366,1187,704,411,826,411,331,1212,430,429,770,956,1090,942,549,394,1040,597,603,498,395,279
134,958,569,844,219,882,757,650,733,1225,430,483,619,146,30,1211,212,981,207,398,1118,594,505,788,397,407,1140,438,459,743,884,997,906,529,290,979,607,495,431,509,163
1311,449,681,474,1061,360,562,692,603,141,920,759,889,1287,1211,30,1044,261,1146,1097,158,779,1354,605,964,1246,113,1006,1074,692,363,342,550,855,970,327,944,828,820,1607,1118
316,826,394,705,74,714,576,537,609,1051,368,316,568,318,212,1044,30,816,273,424,958,416,612,673,354,494,975,422,473,644,723,818,788,456,108,829,574,315,294,683,107
1080,317,456,282,835,135,373,479,398,299,696,530,687,1056,981,261,816,30,917,876,181,580,1136,419,740,1024,190,786,857,502,136,249,402,638,743,183,742,614,589,1379,891
247,846,544,743,308,826,753,530,620,1176,288,448,458,194,207,1146,273,917,30,221,1041,634,369,665,248,253,1069,270,283,607,813,972,780,386,328,888,440,533,360,497,281
428,746,575,664,466,800,788,440,533,1144,212,484,301,366,398,1097,424,876,221,30,981,722,293,559,174,178,1016,123,93,486,770,975,666,276,453,816,268,626,375,562,455
1215,321,603,350,979,285,522,572,481,252,807,671,765,1187,1118,158,958,181,1041,981,30,731,1234,479,851,1129,81,889,954,565,264,352,422,736,887,201,820,765,720,1498,1033
696,727,245,604,406,479,248,567,581,752,575,293,724,704,594,779,416,580,634,722,731,30,960,654,593,835,730,672,746,678,526,494,740,606,343,663,758,132,397,1069,466
472,984,833,914,646,1062,1047,692,783,1405,476,739,515,411,505,1354,612,1136,369,293,1234,960,30,798,437,155,1272,380,310,717,1030,1238,894,529,664,1066,465,860,632,380,613
869,218,442,167,709,392,550,169,104,678,408,438,318,826,788,605,673,419,665,559,479,654,798,30,451,702,523,466,521,116,328,599,147,316,626,308,372,621,410,1090,747
461,635,434,541,398,660,646,320,413,1006,74,345,253,411,397,964,354,740,248,174,851,593,437,451,30,318,884,109,184,390,634,832,565,168,358,690,250,503,235,678,407
396,890,709,812,530,947,923,588,680,1292,359,615,431,331,407,1246,494,1024,253,178,1129,835,155,702,318,30,1164,270,212,626,918,1118,806,423,542,963,388,736,509,426,502
1238,370,616,391,994,294,516,609,520,201,840,689,806,1212,1140,113,975,190,1069,1016,81,730,1272,523,884,1164,30,924,992,609,287,325,470,773,903,245,861,771,745,1529,1050
486,654,507,571,465,712,717,347,440,1055,133,421,221,430,438,1006,422,786,270,123,889,672,380,466,109,270,924,30,108,394,680,892,574,183,432,723,200,582,310,654,467
491,709,585,635,516,786,795,412,503,1126,211,498,250,429,459,1074,473,857,283,93,954,746,310,521,184,212,992,108,30,444,751,969,624,249,494,787,211,655,387,607,510
818,297,464,252,683,468,601,146,149,763,350,441,233,770,743,692,644,502,607,486,565,678,717,116,390,626,609,394,444,30,408,674,210,252,607,395,287,633,390,1017,715
982,271,373,195,745,104,341,375,297,405,590,437,585,956,884,363,723,136,813,770,264,526,1030,328,634,918,287,680,751,408,30,305,335,532,653,169,640,545,488,1275,799
1101,532,462,470,826,237,281,620,558,292,793,555,834,1090,997,342,818,249,972,975,352,494,1238,599,832,1118,325,892,969,674,305,30,608,759,740,401,887,563,646,1438,886
986,131,534,179,823,408,609,286,211,636,523,543,410,942,906,550,788,402,780,666,422,740,894,147,565,806,470,574,624,210,335,608,30,428,739,261,461,718,525,1197,863
