30,589,405,1129,459,405,656,496,374,885,1230,672,970,486,368,675,934,910,1130,1238,791,849,628,1378,1080,590,638,858,134,942,612,706,818,151,247,982,832,1382,952,598,479,155,1215,622,472,584,320,869,461,306,347,1327,1083,696,1311,837,452,322,828,1283,539,737,1072,316,861,438,682,396,472,818,1101
589,30,283,574,232,385,583,236,379,384,671,131,417,496,672,551,501,505,664,715,256,447,174,831,555,562,289,318,485,394,56,148,445,644,485,474,558,829,486,431,148,675,703,519,620,120,316,519,418,449,756,778,583,207,779,286,191,610,406,782,562,336,596,306,303,415,264,672,797,528,543
405,283,30,777,90,141,406,121,128,513,887,331,619,271,420,395,561,540,756,866,434,478,263,1015,711,362,265,570,314,587,308,377,451,423,244,610,495,1025,577,281,172,458,842,348,377,235,248,510,194,199,508,965,709,448,941,489,250,358,454,909,343,363,697,205,542,181,307,419,544,474,759
1129,574,777,30,718,843,877,692,855,337,149,487,189,896,1137,824,441,491,397,263,374,499,545,294,203,900,598,386,1026,220,554,456,541,1169,990,277,680,286,377,756,680,1202,292,829,1034,577,859,575,839,940,1243,241,287,541,282,322,730,1086,473,370,933,523,356,849,324,849,531,1126,1244,654,92
459,232,90,718,30,183,414,72,179,457,827,272,559,300,474,396,513,496,706,810,374,433,204,957,653,380,220,516,364,527,257,320,410,482,303,554,470,966,525,275,134,517,786,353,419,176,268,473,221,257,566,906,654,404,884,430,235,414,406,855,370,315,645,230,484,215,254,472,597,446,699
405,385,141,843,183,30,317,189,64,558,957,417,688,164,328,319,574,544,773,906,503,485,333,1068,757,264,288,667,335,653,410,468,451,388,200,652,457,1083,602,224,280,425,876,267,267,323,333,496,96,138,430,1020,742,556,984,564,359,273,472,936,237,385,720,289,630,76,348,322,446,442,831
656,583,406,877,414,317,30,388,349,571,997,563,746,200,416,85,501,454,679,861,589,419,465,1048,742,97,351,820,607,708,603,617,375,597,440,640,280,1080,555,182,515,631,820,94,264,496,617,372,250,386,535,1009,696,758,944,655,618,407,436,856,154,391,649,574,754,271,413,388,465,287,887
496,236,121,692,72,189,388,30,194,423,804,258,535,290,486,365,472,454,666,776,349,391,178,926,620,359,178,511,403,502,260,309,368,513,329,519,429,938,486,243,158,548,751,325,417,165,309,430,212,277,584,877,618,412,851,408,267,429,365,818,356,274,607,272,472,211,216,481,605,404,677
374,379,128,855,179,64,349,194,30,576,967,419,698,192,325,353,599,570,797,925,512,511,341,1084,774,295,308,665,302,664,405,469,477,364,175,670,489,1098,624,257,269,400,897,300,282,324,303,525,130,116,420,1035,763,546,1003,572,339,266,495,958,264,407,743,260,633,108,365,323,448,474,840
885,384,513,337,457,558,571,423,576,30,457,284,215,594,844,518,189,224,311,383,168,206,288,540,229,593,302,395,787,178,376,291,242,905,718,127,389,558,144,451,455,940,361,522,732,342,650,294,544,662,955,493,232,457,458,192,540,797,171,434,628,217,243,627,301,557,241,830,944,361,348
1230,671,887,149,827,957,997,804,967,457,30,591,299,1013,1253,943,556,606,486,311,485,617,656,249,309,1019,715,447,1127,334,649,555,659,1276,1101,394,796,214,492,875,782,1309,354,948,1152,684,954,692,955,1051,1357,205,387,614,293,428,822,1200,592,417,1052,642,456,947,406,965,648,1242,1361,772,159
672,131,331,487,272,417,563,258,419,284,591,30,328,507,714,524,407,416,564,616,156,363,129,739,456,555,246,290,569,301,123,84,368,715,544,373,495,741,388,412,223,748,603,501,641,126,410,442,434,499,808,687,482,245,681,195,290,655,319,682,566,263,496,394,244,437,199,709,833,464,462
970,417,619,189,559,688,746,535,698,215,299,328,30,748,984,695,358,401,396,353,216,390,387,444,212,762,449,279,867,68,398,300,427,1010,832,205,574,443,297,615,521,1043,358,693,887,418,703,477,687,782,1088,391,281,407,403,163,575,931,355,443,790,385,335,691,194,696,381,974,1094,545,175
486,496,271,896,300,164,200,290,192,594,1013,507,748,30,290,221,571,532,766,924,570,482,412,1099,786,138,329,766,438,711,520,561,440,435,270,680,400,1122,613,183,403,471,889,169,169,421,465,466,109,216,409,1055,757,672,1006,636,491,260,482,939,103,408,723,422,717,120,396,270,380,394,892
368,672,420,1137,474,328,416,486,325,844,1253,714,984,290,30,458,831,792,1026,1182,800,741,631,1353,1039,352,573,959,384,949,698,764,700,262,239,933,652,1372,871,443,557,286,1147,415,183,619,517,725,330,255,151,1307,1015,832,1263,862,603,96,739,1199,295,661,982,482,927,319,638,63,160,650,1128
675,551,395,824,396,319,85,365,353,518,943,524,695,221,458,30,446,399,625,806,542,364,426,993,687,137,309,777,619,656,570,577,320,626,458,585,228,1025,500,152,493,661,765,83,308,462,612,318,253,401,578,954,641,724,889,608,600,442,382,802,193,340,594,568,708,276,368,431,515,233,834
934,501,561,441,513,574,501,472,599,189,556,407,358,571,831,446,30,80,229,391,315,120,374,579,282,540,327,554,844,326,499,430,162,932,743,195,273,613,95,418,543,969,350,466,700,436,736,167,541,682,949,541,226,604,474,350,644,795,137,397,586,228,182,705,460,559,293,812,914,252,470
910,505,540,491,496,544,454,454,570,224,606,416,401,532,792,399,80,30,264,438,337,93,370,628,332,495,306,584,823,367,506,445,124,902,714,244,223,663,144,379,535,939,396,422,658,433,724,117,506,652,911,591,274,620,521,380,640,758,129,438,543,213,226,692,492,526,283,772,872,202,517
1130,664,756,397,706,773,679,666,797,311,486,564,396,766,1026,625,229,264,30,240,448,318,554,434,230,726,523,638,1039,381,657,572,357,1131,942,236,434,482,213,613,724,1168,189,653,891,613,920,338,739,881,1145,410,147,732,317,456,817,992,333,207,775,423,99,892,545,757,482,1006,1104,422,447
1238,715,866,263,810,906,861,776,925,383,311,616,353,924,1182,806,391,438,240,30,490,476,640,225,190,900,648,596,1140,360,701,604,520,1257,1069,287,626,272,342,773,801,1292,81,827,1057,689,994,523,884,1012,1297,201,197,730,113,466,875,1140,473,138,945,553,245,975,516,900,591,1164,1272,609,325
791,256,434,374,374,503,589,349,512,168,485,156,216,570,800,542,315,337,448,490,30,296,202,617,330,595,275,284,689,183,244,154,318,826,647,250,462,623,281,448,345,860,478,531,708,236,535,385,506,597,902,566,359,320,556,97,416,746,252,557,618,237,380,518,201,513,208,791,912,431,358
849,447,478,499,433,485,419,391,511,206,617,363,390,482,741,364,120,93,318,476,296,30,310,660,353,454,244,549,761,353,450,395,75,844,655,254,214,691,166,329,473,880,438,381,611,373,662,120,451,594,859,620,309,571,559,347,579,705,75,487,498,150,271,629,460,469,222,722,826,187,518
628,174,263,545,204,333,465,178,341,288,656,129,387,412,631,426,374,370,554,640,202,310,30,783,482,456,150,388,530,355,184,183,304,656,476,385,414,792,371,313,200,691,619,402,548,93,396,377,342,425,731,733,490,332,712,261,300,575,272,692,469,194,489,370,334,347,121,623,746,384,529
1378,831,1015,294,957,1068,1048,926,1084,540,249,739,444,1099,1353,993,579,628,434,225,617,660,783,30,343,1084,811,647,1276,467,812,714,704,1409,1225,450,818,92,524,950,931,1443,275,1010,1234,824,1117,713,1053,1170,1464,83,383,806,149,575,989,1307,650,290,1125,722,438,1103,589,1066,750,1337,1449,800,344
1080,555,711,203,653,757,742,620,774,229,309,456,212,786,1039,687,282,332,230,190,330,353,482,343,30,774,499,461,981,209,542,445,398,1103,917,136,525,369,220,638,642,1138,181,700,922,530,835,419,740,861,1152,299,115,580,261,309,716,994,339,265,813,409,183,816,373,754,439,1024,1136,502,249
590,562,362,900,380,264,97,359,295,593,1019,555,762,138,352,137,540,495,726,900,595,454,456,1084,774,30,351,814,545,724,584,609,410,530,375,669,334,1112,590,178,483,564,860,104,202,478,567,418,200,323,472,1042,733,739,983,662,580,340,465,902,88,408,691,523,755,218,417,325,410,337,905
638,289,265,598,220,288,351,178,308,302,715,246,449,329,573,309,327,306,523,648,275,244,150,811,499,351,30,499,548,412,303,298,221,642,453,394,303,830,347,203,274,678,618,290,467,199,453,286,272,394,683,765,485,453,726,342,386,525,220,680,373,130,466,418,434,285,98,559,676,274,594
858,318,570,386,516,667,820,511,665,395,447,290,279,766,959,777,554,584,638,596,284,549,388,647,461,814,499,30,754,288,292,236,572,925,773,435,716,626,506,670,436,954,606,758,898,377,569,639,692,737,1044,594,527,202,634,234,436,898,505,691,826,486,573,573,125,692,441,958,1083,685,333
134,485,314,1026,364,335,607,403,302,787,1127,569,867,438,384,619,844,823,1039,1140,689,761,530,1276,981,545,548,754,30,840,508,602,733,219,207,884,760,1280,859,529,376,239,1118,566,455,483,219,788,397,252,398,1225,987,594,1211,734,349,326,737,1188,500,647,979,212,757,374,588,407,505,743,997
942,394,587,220,527,653,708,502,664,178,334,301,68,711,949,656,326,367,381,360,183,353,355,467,209,724,412,288,840,30,377,278,390,979,800,181,537,470,267,577,494,1013,360,655,850,389,680,441,651,749,1053,415,269,401,417,139,554,896,318,444,753,347,317,666,196,660,345,938,1057,508,212
612,56,308,554,257,410,603,260,405,376,649,123,398,520,698,570,499,506,657,701,244,450,184,812,542,584,303,292,508,377,30,129,451,669,511,463,568,809,481,451,174,699,691,539,645,138,336,525,442,475,782,760,572,185,763,268,207,636,407,770,585,343,589,328,279,439,272,697,823,538,521
706,148,377,456,320,468,617,309,469,291,555,84,300,561,764,577,430,445,572,604,154,395,183,714,445,609,298,236,602,278,129,30,406,755,588,372,539,711,402,466,259,787,595,554,694,175,433,479,487,546,855,661,481,206,664,170,306,704,350,676,620,305,503,423,195,489,247,760,884,508,426
818,445,451,541,410,451,375,368,477,242,659,368,427,440,700,320,162,124,357,520,318,75,304,704,398,410,221,572,733,390,451,406,30,809,620,297,179,735,210,287,459,846,481,336,568,366,643,104,413,559,818,664,353,581,603,373,568,665,102,528,455,140,313,609,486,432,213,680,783,149,558
151,644,423,1169,482,388,597,513,364,905,1276,715,1010,435,262,626,932,902,1131,1257,826,844,656,1409,1103,530,642,925,219,979,669,755,809,30,219,1000,800,1418,958,568,527,67,1230,575,388,622,403,851,431,280,226,1359,1096,772,1333,878,525,231,829,1292,474,741,1077,387,917,409,695,293,354,790,1147
247,485,244,990,303,200,440,329,175,718,1101,544,832,270,239,458,743,714,942,1069,647,655,476,1225,917,375,453,773,207,800,511,588,620,219,30,813,620,1237,769,386,367,256,1041,406,280,448,308,665,248,92,302,1176,908,634,1146,703,398,174,640,1103,326,552,888,273,753,225,508,253,369,607,972
982,474,610,277,554,652,640,519,670,127,394,373,205,680,933,585,195,244,236,287,250,254,385,450,136,669,394,435,884,181,463,372,297,1000,813,30,433,473,131,532,550,1036,264,596,816,437,745,328,634,756,1046,405,139,526,363,250,632,889,234,339,708,302,169,723,341,648,335,918,1030,408,305
832,558,495,680,470,457,280,429,489,389,796,495,574,400,652,228,273,223,434,626,462,214,414,818,525,334,303,716,760,537,568,539,179,800,620,433,30,855,335,264,544,836,581,267,505,470,707,136,402,558,772,783,466,710,708,520,657,630,251,611,389,264,411,667,632,425,328,627,713,62,701
1382,829,1025,286,966,1083,1080,938,1098,558,214,741,443,1122,1372,1025,613,663,482,272,623,691,792,92,369,1112,830,626,1280,470,809,711,735,1418,1237,473,855,30,556,975,934,1452,323,1039,1259,829,1115,750,1072,1184,1482,103,419,790,204,576,985,1324,677,348,1152,744,479,1104,576,1084,766,1358,1472,835,326
952,486,577,377,525,602,555,486,624,144,492,388,297,613,871,500,95,144,213,342,281,166,371,524,220,590,347,506,859,267,481,402,210,958,769,131,335,556,30,461,542,995,306,516,744,431,737,230,575,710,987,484,175,571,424,305,636,831,162,364,633,248,150,710,411,592,301,853,959,313,405
598,431,281,756,275,224,182,243,257,451,875,412,615,183,443,152,418,379,613,773,448,329,313,950,638,178,203,670,529,577,451,466,287,568,386,532,264,975,461,30,371,605,736,119,314,344,499,316,168,324,561,907,605,606,855,514,479,410,331,786,207,264,570,456,608,191,269,423,529,252,759
479,148,172,680,134,280,515,158,269,455,782,223,521,403,557,493,543,535,724,801,345,473,200,931,642,483,274,436,376,494,174,259,459,527,367,550,544,934,542,371,30,559,784,453,517,143,226,529,324,333,639,880,657,307,870,388,143,494,438,859,474,353,659,204,420,316,282,559,684,517,653
155,675,458,1202,517,425,631,548,400,940,1309,748,1043,471,286,661,969,939,1168,1292,860,880,691,1443,1138,564,678,954,239,1013,699,787,846,67,256,1036,836,1452,995,605,559,30,1266,610,419,655,427,888,468,317,234,1393,1132,799,1368,911,552,261,866,1329,508,777,1114,413,948,446,731,318,368,827,1180
1215,703,842,292,786,876,820,751,897,361,354,603,358,889,1147,765,350,396,189,81,478,438,619,275,181,860,618,606,1118,360,691,595,481,1230,1041,264,581,323,306,736,784,1266,30,787,1019,671,979,479,851,983,1263,252,164,731,158,461,863,1107,438,115,906,521,201,958,522,868,565,1129,1234,565,352
622,519,348,829,353,267,94,325,300,522,948,501,693,169,415,83,466,422,653,827,531,381,402,1010,700,104,290,758,566,655,539,554,336,575,406,596,267,1039,516,119,453,610,787,30,270,432,562,346,201,348,535,969,660,694,909,598,557,395,392,829,153,338,617,519,694,223,354,390,482,266,835
472,620,377,1034,419,267,264,417,282,732,1152,641,887,169,183,308,700,658,891,1057,708,611,548,1234,922,202,467,898,455,850,645,694,568,388,280,816,505,1259,744,314,517,419,1019,270,30,551,536,585,236,254,301,1191,889,792,1139,773,590,187,615,1065,147,545,851,495,852,236,535,154,245,506,1031
584,120,235,577,176,323,496,165,324,342,684,126,418,421,619,462,436,433,613,689,236,373,93,824,530,478,199,377,483,389,138,175,366,622,448,437,470,829,431,344,143,655,671,432,551,30,339,438,345,403,712,772,544,293,759,286,238,560,334,746,483,256,547,316,339,345,183,615,739,441,555
320,316,248,859,268,333,617,309,303,650,954,410,703,465,517,612,736,724,920,994,535,662,396,1117,835,567,453,569,219,680,336,433,643,403,308,745,707,1115,737,499,226,427,979,562,536,339,30,709,398,313,562,1064,852,406,1061,571,164,452,629,1054,538,542,855,74,580,379,473,530,646,683,826
