"lon","lat"
7.6503014,51.9498799
7.6329324,51.9738727
7.59878,51.96643
7.6380005,51.9639647
7.60564,51.96635
7.6414876,51.9604829
7.6440723,51.9587584
7.63802,51.96911
7.596053,51.9585394
7.61323,51.9584
7.58384,51.96231
7.6291469,51.9596184
7.58469,51.9653
7.62376,51.96468
7.6214501,51.9766836
7.6154369,51.969254
7.6301426,51.9776724
7.60168,51.9701
7.6101736,51.9727101
7.60448,51.9628627
7.6237645,51.9527276
7.62813,51.95329
7.60884,51.96836
7.6334061,51.9580046
7.6111634,51.9724975
7.6358143,51.9658416
7.631613,51.976188
7.5930105,51.975277
7.62131,51.96365
7.6458742,51.9736959
7.6105,51.95649
