"id","weight","time","location_id"
1,14,15,2
2,15,26,3
3,13,13,4
4,2,9,5
5,2,6,6
6,8,13,7
7,10,9,8
8,3,10,9
9,6,8,10
10,6,11,11
11,2,21,12
12,5,16,13
13,14,27,14
14,13,25,15
15,2,14,16
16,4,5,17
17,9,23,18
18,8,26,19
19,1,13,20
20,6,10,21
21,8,3,22
22,2,10,23
23,7,12,24
24,5,30,25
25,12,28,26
26,6,13,27
27,9,12,28
28,14,23,29
29,13,29,30
30,5,28,31
31,4,5,32
32,9,8,33
33,7,1,34
34,15,2,35
35,3,13,36
36,4,20,37
37,5,16,38
38,5,4,39
39,7,8,40
40,10,20,41
41,5,24,42
42,13,2,43
43,9,28,44
44,2,10,45
45,5,23,46
46,14,3,47
47,12,7,48
48,13,6,49
49,13,30,50
50,14,17,51
51,4,25,52
52,10,6,53
53,10,20,54
54,7,29,55
55,2,28,56
56,13,4,57
57,9,30,58
58,2,30,59
59,11,9,60
60,2,21,61
61,9,19,62
62,8,19,63
63,3,16,64
64,13,23,65
65,13,2,66
66,7,26,67
67,9,18,68
68,3,19,69
69,9,26,70
70,2,2,71
71,14,10,72
72,13,29,73
73,2,17,74
74,10,8,75
75,10,17,76
76,14,3,77
77,7,29,78
78,4,26,79
79,3,15,80
80,3,6,81
81,9,14,82
82,6,28,83
83,6,25,84
84,15,20,85
85,11,2,86
86,8,8,87
87,6,4,88
88,5,21,89
89,4,12,90
90,3,28,91
