"lon","lat"
7.6503014,51.9498799
7.637205,51.9610634
7.62131,51.96365
7.5930105,51.975277
7.6396278,51.9668951
7.60168,51.9701
7.6212114,51.95129
7.6451,51.94999
7.6018463,51.9759456
7.60817,51.97811
7.61075,51.95068
7.61323,51.9584
7.65,51.9531224
7.6217966,51.958984
7.631613,51.976188
7.6155586,51.9715187
7.58469,51.9653
7.629328,51.9477658
7.6320987,51.9498832
7.64462,51.97123
7.60876,51.95112
7.58923,51.96915
7.6389544,51.9726463
7.6458742,51.9736959
7.6485237,51.9643947
7.6237645,51.9527276
7.6301426,51.9776724
7.6440723,51.9587584
7.62758,51.95977
7.6291469,51.9596184
7.6133455,51.9737541
7.59878,51.96643
7.6304298,51.9579407
7.6258528,51.9616031
7.60884,51.96836
7.60448,51.9628627
7.6129733,51.9797401
7.5933084,51.9698742
7.6529,51.95536
7.6186482,51.9551729
7.6224002,51.9518166
7.6192547,51.9668008
7.6206177,51.9633789
7.654528,51.954503
7.6359981,51.9474428
7.6222619,51.9709284
7.6390387,51.9472659
7.6166964,51.9532809
7.60557,51.9588
7.6090559,51.9463885
7.5870371,51.9640462
