30,374,672,1283,432,1083,612,134,1130,1044,821,791,95,628,675,849,1378,452,394,472,861,1311,539,514,322,564,717,247,526,496,910,1112,459,572,938,983,986,1238,151,672,589,737,682,155,320,731,261,706,942,858,1327
374,30,352,958,156,763,405,302,797,703,598,512,331,341,353,511,1084,339,276,282,633,1003,264,336,266,346,391,175,224,194,570,806,179,257,616,685,642,925,364,419,379,407,365,400,303,388,308,469,664,665,1035
672,352,30,642,402,443,277,579,490,421,365,223,641,124,355,225,763,386,380,520,385,681,426,561,574,254,361,496,177,206,287,484,245,130,297,367,392,604,683,208,268,105,45,719,467,177,513,257,359,453,716
1283,958,642,30,977,232,770,1188,207,338,637,557,1253,692,802,487,290,941,962,1065,607,174,950,1088,1161,793,774,1103,788,818,438,241,855,742,375,368,439,138,1292,682,782,582,631,1329,1054,621,1108,676,444,691,284
432,156,402,977,30,792,513,385,807,698,692,585,375,420,275,520,1129,465,402,162,723,1039,146,215,215,455,317,215,310,285,573,847,287,325,646,738,622,958,382,511,488,437,417,418,426,387,423,563,730,766,1083
1083,763,443,232,792,30,572,987,147,236,459,359,1054,490,641,309,383,741,760,889,435,280,777,917,974,592,619,908,588,618,274,124,654,542,177,185,327,197,1096,482,583,388,432,1132,852,442,906,481,269,527,347
612,405,277,770,513,572,30,508,657,626,240,244,607,184,570,450,812,207,250,645,279,763,585,696,636,89,587,511,242,260,506,571,257,256,452,437,622,701,669,123,56,343,272,699,336,423,396,129,377,292,760
134,302,579,1188,385,987,508,30,1039,958,717,689,146,530,619,761,1276,349,290,455,757,1211,500,504,326,460,659,207,431,403,823,1013,364,480,843,882,906,1140,219,569,485,647,588,239,219,650,163,602,840,754,1225
1130,797,490,207,807,147,657,1039,30,164,566,448,1096,554,625,318,434,817,829,891,545,317,775,912,992,669,597,942,638,666,264,230,706,589,236,297,265,240,1131,564,664,423,482,1168,920,450,969,572,381,638,410
1044,703,421,338,698,236,626,958,164,30,581,437,1005,500,500,228,565,770,770,772,570,449,655,789,882,626,470,846,564,589,165,330,631,514,225,344,131,370,1034,534,628,347,416,1070,858,346,903,555,420,665,538
821,598,365,637,692,459,240,717,566,581,30,192,817,306,689,458,628,406,457,822,71,597,745,870,834,293,695,716,413,439,494,426,450,403,386,304,613,549,878,212,264,395,352,909,539,496,600,160,223,122,574
791,512,223,557,585,359,244,689,448,437,192,30,773,202,542,296,617,416,444,708,201,556,618,751,746,269,543,647,318,349,337,361,374,290,248,226,457,490,826,156,256,237,208,860,535,339,592,154,183,284,566
95,331,641,1253,375,1054,607,146,1096,1005,817,773,30,606,620,811,1359,457,394,408,856,1287,479,450,257,555,662,194,498,467,871,1088,433,542,908,961,942,1212,103,658,583,703,652,125,332,689,279,696,926,860,1308
628,341,124,692,420,490,184,530,554,500,306,202,606,30,426,310,783,300,305,548,334,712,469,594,575,161,439,476,147,178,370,514,204,127,350,385,481,640,656,129,174,194,121,691,396,269,447,183,355,388,733
675,353,355,802,275,641,570,619,625,500,689,542,620,426,30,364,993,600,556,308,708,889,193,320,442,525,72,458,368,365,399,715,396,344,512,635,410,806,626,524,551,340,368,661,612,245,627,577,656,777,954
849,511,225,487,520,309,450,761,318,228,458,296,811,310,364,30,660,579,575,611,460,559,498,638,705,440,347,655,366,391,93,381,433,316,178,311,202,476,844,363,447,150,222,880,662,165,705,395,353,549,620
1378,1084,763,290,1129,383,812,1276,434,565,628,617,1359,783,993,660,30,989,1027,1234,589,149,1125,1265,1307,851,972,1225,895,926,628,313,957,857,517,429,665,225,1409,739,831,722,750,1443,1117,790,1175,714,467,647,83
