30,1072,472,301,837,672,1044,952,564,970,818,345,452,1230,572,438,394,1215,590,791,869,95,598,459,368,656,405,584,983,134,885,832,374,598,491,567,261,1238,499,1311,717
1072,30,1066,1059,388,430,167,150,602,335,313,878,751,456,530,708,764,201,691,380,308,1040,570,645,982,649,720,547,233,979,243,411,743,675,787,694,906,245,646,327,569
472,1066,30,202,976,729,984,959,764,1094,783,273,733,1361,652,429,664,1234,410,912,798,411,529,597,160,465,446,739,1062,505,944,713,448,860,310,403,613,1272,476,1354,550
301,1059,202,30,910,684,996,944,668,1036,779,211,609,1306,594,383,540,1220,447,851,809,241,524,512,130,512,381,658,1021,344,908,742,368,747,332,431,463,1252,443,1332,592
837,388,976,910,30,289,465,305,306,163,373,743,445,428,354,576,482,461,662,97,437,823,514,430,862,655,564,286,205,734,192,520,572,335,713,652,630,466,534,525,608
672,430,729,684,289,30,421,310,254,396,213,508,386,662,130,335,380,577,403,223,285,641,255,245,623,399,335,184,367,579,254,321,352,372,458,392,513,604,283,681,361
1044,167,984,996,465,421,30,189,626,446,256,817,770,593,514,655,770,321,604,437,218,1005,503,631,913,553,676,562,344,958,303,305,703,720,709,611,903,370,591,449,470
952,150,959,944,305,310,189,30,488,297,210,764,636,492,410,592,646,306,590,281,230,920,461,525,871,555,602,431,201,859,144,335,624,571,680,590,787,342,531,424,480
564,602,764,668,306,254,626,488,30,438,435,521,179,696,212,382,206,715,532,269,508,555,404,199,639,555,352,101,466,460,391,541,346,158,539,513,354,729,367,795,545
970,335,1094,1036,163,396,446,297,438,30,427,866,575,299,474,696,614,358,762,216,477,955,615,559,984,746,688,418,133,867,215,574,698,456,825,754,762,353,648,403,688
818,313,783,779,373,213,256,210,435,427,30,598,568,659,295,432,559,481,410,318,104,778,287,410,700,375,451,366,352,733,242,179,477,547,503,412,684,520,368,603,303
345,878,273,211,743,508,817,764,521,866,598,30,495,1135,422,204,426,1040,287,682,630,282,344,355,149,354,209,499,845,325,731,568,206,618,179,267,401,1073,263,1153,427
452,751,733,609,445,386,770,636,179,575,568,495,30,822,315,401,100,863,580,416,639,457,479,235,603,618,359,238,611,349,540,657,339,177,556,558,224,875,412,939,628
1230,456,1361,1306,428,662,593,492,696,299,659,1135,822,30,743,965,869,354,1019,485,692,1219,875,827,1253,997,957,684,339,1127,457,796,967,688,1089,1014,1014,311,915,293,931
572,530,652,594,354,130,514,410,212,474,295,422,315,743,30,253,296,676,363,290,361,542,225,147,540,377,244,149,458,480,350,371,257,340,394,347,420,702,213,778,363
438,708,429,383,576,335,655,592,382,696,432,204,401,965,253,30,343,868,218,513,472,388,191,215,319,271,76,345,672,374,557,425,108,496,188,194,386,900,94,979,316
394,764,664,540,482,380,770,646,206,614,559,426,100,869,296,343,30,887,527,444,626,394,438,195,534,569,299,247,640,290,558,632,276,241,494,503,178,903,361,970,587
