"id","weight","time","location_id"
1,9,13,2
2,14,27,3
3,4,7,4
4,6,8,5
5,14,10,6
6,4,8,7
7,13,21,8
8,14,13,9
9,6,9,10
10,10,4,11
11,10,1,12
12,6,11,13
13,14,29,14
14,8,11,15
15,8,29,16
16,13,16,17
17,8,1,18
18,7,23,19
19,1,4,20
20,9,28,21
21,8,8,22
22,12,24,23
23,8,24,24
24,5,4,25
25,3,22,26
26,1,28,27
27,8,3,28
28,8,24,29
29,4,11,30
30,13,16,31
31,11,25,32
32,7,27,33
33,8,17,34
34,11,21,35
35,7,19,36
36,5,15,37
37,10,18,38
38,4,9,39
39,3,29,40
40,10,25,41
41,6,12,42
42,6,1,43
43,10,29,44
44,12,14,45
45,4,6,46
46,13,5,47
47,10,3,48
48,6,2,49
49,4,9,50
50,9,18,51
51,8,7,52
52,12,14,53
53,11,11,54
54,14,2,55
55,2,13,56
56,6,12,57
57,11,3,58
58,5,20,59
59,13,8,60
60,6,22,61
