"lon","lat"
7.6503014,51.9498799
7.62758,51.95977
7.6301426,51.9776724
7.6320987,51.9498832
7.6390387,51.9472659
7.5970566,51.9556294
7.6365,51.96259
7.6367754,51.9730844
7.6673981,51.9586703
7.6018463,51.9759456
7.60448,51.9628627
7.58923,51.96915
7.6090559,51.9463885
7.5933084,51.9698742
7.6039698,51.9577489
7.6111634,51.9724975
7.60034,51.96608
7.59061,51.95608
7.64462,51.97123
7.6529,51.95536
7.6334061,51.9580046
7.6177239,51.9720578
7.6458742,51.9736959
7.6035977,51.9729912
7.6359981,51.9474428
7.65081,51.96675
7.6155586,51.9715187
7.63802,51.96911
7.60817,51.97811
7.65641,51.96452
7.6129733,51.9797401
