"id","weight","time","location_id"
1,3,10,2
2,6,5,3
3,8,8,4
4,5,22,5
5,11,7,6
6,2,6,7
7,2,14,8
8,10,15,9
9,2,9,10
10,13,18,11
11,8,29,12
12,10,18,13
13,13,2,14
14,11,18,15
15,14,10,16
16,13,19,17
17,13,5,18
18,9,18,19
19,13,16,20
20,12,22,21
21,11,4,22
22,8,3,23
23,8,9,24
24,2,22,25
25,10,12,26
26,7,27,27
27,5,13,28
28,7,10,29
29,8,23,30
30,15,13,31
31,13,23,32
32,5,2,33
33,6,3,34
34,11,2,35
35,5,23,36
36,6,28,37
37,3,13,38
38,4,21,39
39,13,2,40
40,7,22,41
41,11,20,42
42,14,25,43
43,11,6,44
44,8,13,45
45,13,6,46
46,3,28,47
47,6,24,48
48,12,26,49
49,9,15,50
50,10,9,51
51,7,7,52
52,10,19,53
53,14,2,54
54,9,21,55
55,15,15,56
56,10,11,57
57,14,9,58
58,6,17,59
59,12,12,60
60,11,20,61
61,14,22,62
62,3,7,63
63,8,20,64
64,2,20,65
65,7,24,66
66,6,11,67
67,14,8,68
68,9,21,69
69,7,1,70
70,14,7,71
71,9,5,72
72,3,10,73
73,14,3,74
74,8,6,75
75,14,24,76
76,11,17,77
77,6,27,78
78,13,2,79
79,13,29,80
80,6,17,81
