30,306,885,155,428,459,656,590,622,706,479,1123,472,491,261,394,598,638,858,982,1378,320,1072,1112,564,1382,1129,828,151,533,791,1044,869,472,347,461,526,731,818,938,396,849,1083,682,345,696,612,1311,405,598,675
306,30,662,317,186,257,386,323,348,546,333,903,383,243,299,313,508,394,737,756,1170,313,828,892,417,1184,940,580,280,257,597,784,603,254,339,186,309,468,559,702,259,594,849,451,143,608,475,1089,138,324,401
885,662,30,940,683,457,571,593,522,291,455,271,944,668,704,558,463,302,395,127,540,650,243,261,391,558,337,171,905,524,168,303,294,732,955,544,392,303,242,110,830,206,232,241,731,457,376,458,558,451,518
155,317,940,30,394,517,631,564,610,787,559,1181,368,454,372,488,698,678,954,1036,1443,427,1114,1170,646,1452,1202,866,67,531,860,1070,888,419,234,468,579,754,846,985,318,880,1132,731,307,799,699,1368,425,605,661
428,186,683,394,30,349,268,201,254,628,446,916,293,93,455,453,626,413,830,770,1190,466,816,907,518,1211,981,574,360,196,649,746,559,103,316,174,375,440,533,705,178,575,849,480,117,722,575,1097,196,276,301
459,257,457,517,349,30,414,380,353,320,134,696,597,373,304,195,312,220,516,554,957,268,645,685,199,966,718,406,482,272,374,631,473,419,566,221,98,337,410,509,472,433,654,254,355,404,257,884,183,275,396
656,386,571,631,268,414,30,97,94,617,515,778,465,211,627,569,682,351,820,640,1048,617,649,770,555,1080,877,436,597,178,589,553,372,264,535,250,396,298,375,566,388,419,696,413,354,758,603,944,317,182,85
590,323,593,564,201,380,97,30,104,609,483,811,410,145,573,527,656,351,814,669,1084,567,691,803,532,1112,900,465,530,138,595,604,418,202,472,200,372,325,410,598,325,454,733,417,287,739,584,983,264,178,137
622,348,522,610,254,353,94,104,30,554,453,737,482,208,576,510,618,290,758,596,1010,562,617,729,491,1039,829,392,575,125,531,532,346,270,535,201,332,251,336,524,390,381,660,354,336,694,539,909,267,119,83
706,546,291,787,628,320,617,609,554,30,259,486,884,639,493,345,202,298,236,372,714,433,503,474,172,711,456,350,755,508,154,555,479,694,855,487,283,400,406,370,760,395,481,247,644,206,129,664,468,466,577
479,333,455,559,446,134,515,483,453,259,30,684,684,474,279,135,211,274,436,550,931,226,659,673,118,934,680,438,527,375,345,667,529,517,639,324,160,402,459,520,559,473,657,282,441,307,174,870,280,371,493
1123,903,271,1181,916,696,778,811,737,486,684,30,1175,896,933,785,654,541,490,177,304,877,194,41,611,332,199,377,1145,754,372,332,449,961,1193,781,632,517,433,243,1065,388,126,481,969,616,582,218,799,677,723
472,383,944,368,293,597,465,410,482,884,684,1175,30,310,613,664,860,676,1083,1030,1449,646,1066,1166,764,1472,1244,830,354,451,912,984,798,245,169,437,632,692,783,963,155,826,1104,743,273,960,823,1354,446,529,515
491,243,668,454,93,373,211,145,208,639,474,896,310,30,510,494,655,405,844,751,1170,516,787,887,539,1194,971,550,421,174,648,709,521,95,358,184,387,412,503,683,212,546,824,473,179,746,596,1074,227,249,250
261,299,704,372,455,304,627,573,576,493,279,933,613,510,30,178,369,493,630,799,1175,91,906,922,354,1174,919,675,351,482,592,903,747,522,520,407,369,610,684,767,502,705,906,519,401,466,396,1118,341,520,627
