"id","weight","time","location_id"
1,5,29,2
2,6,17,3
3,4,7,4
4,4,19,5
5,14,17,6
6,8,5,7
7,6,18,8
8,7,19,9
9,13,23,10
10,4,25,11
11,12,22,12
12,14,24,13
13,13,20,14
14,1,20,15
15,2,3,16
16,7,26,17
17,14,20,18
18,5,11,19
19,7,5,20
20,5,25,21
21,4,11,22
22,9,15,23
23,5,8,24
24,4,30,25
25,14,8,26
26,14,13,27
27,4,9,28
28,2,6,29
29,6,27,30
30,14,19,31
31,10,11,32
32,12,13,33
33,12,11,34
34,15,20,35
35,7,25,36
36,13,18,37
37,1,9,38
38,13,15,39
39,14,9,40
40,15,11,41
41,6,5,42
42,11,21,43
43,2,20,44
44,7,22,45
45,4,18,46
46,11,14,47
47,4,13,48
48,10,29,49
49,2,16,50
50,14,15,51
51,2,4,52
52,4,22,53
53,1,26,54
54,3,13,55
55,7,4,56
56,14,9,57
57,7,27,58
58,9,18,59
59,8,11,60
60,10,11,61
61,9,13,62
62,10,28,63
63,11,30,64
64,5,29,65
65,7,16,66
66,10,2,67
67,8,7,68
68,4,3,69
69,13,23,70
70,8,25,71
71,5,26,72
72,11,10,73
73,14,16,74
74,5,4,75
75,8,3,76
76,7,26,77
77,7,6,78
78,14,13,79
79,11,17,80
80,6,2,81
81,13,25,82
82,9,24,83
83,14,27,84
84,6,5,85
85,14,27,86
86,2,8,87
87,3,22,88
88,10,20,89
89,12,25,90
90,2,23,91
