"id","weight","time","location_id"
1,14,22,2
2,14,15,3
3,7,28,4
4,12,10,5
5,10,20,6
6,12,25,7
7,5,29,8
8,5,23,9
9,9,17,10
10,1,5,11
11,13,23,12
12,8,21,13
13,13,22,14
14,13,24,15
15,7,24,16
16,8,4,17
17,2,12,18
18,6,13,19
19,13,24,20
20,9,29,21
21,14,26,22
22,8,21,23
23,15,19,24
24,3,25,25
25,4,8,26
26,14,29,27
27,8,9,28
28,7,17,29
29,13,11,30
30,2,19,31
31,6,7,32
32,2,26,33
33,14,14,34
34,11,16,35
35,2,29,36
36,14,20,37
37,4,2,38
38,13,10,39
39,8,4,40
40,8,7,41
41,9,22,42
42,13,15,43
43,13,4,44
44,12,9,45
45,10,8,46
46,8,24,47
47,13,19,48
48,8,9,49
49,4,24,50
50,14,7,51
51,1,25,52
52,7,6,53
53,10,13,54
54,9,26,55
55,5,9,56
56,6,11,57
57,1,14,58
58,2,9,59
59,3,6,60
60,4,14,61
