"id","weight","time","location_id"
1,11,10,2
2,14,28,3
3,15,20,4
4,2,15,5
5,4,11,6
6,5,24,7
7,14,26,8
8,6,20,9
9,5,24,10
10,3,28,11
11,8,20,12
12,7,13,13
13,3,19,14
14,1,1,15
15,10,21,16
16,2,22,17
17,10,15,18
18,11,5,19
19,2,19,20
20,9,21,21
21,2,18,22
22,14,6,23
23,11,2,24
24,6,14,25
25,7,6,26
26,6,9,27
27,1,11,28
28,6,13,29
29,6,18,30
30,3,8,31
31,10,23,32
32,9,6,33
33,3,19,34
34,3,18,35
35,8,25,36
36,11,4,37
37,5,6,38
38,7,12,39
39,14,13,40
40,12,12,41
41,9,1,42
42,14,9,43
43,11,26,44
44,6,29,45
45,15,8,46
46,6,2,47
47,13,9,48
48,8,27,49
49,7,29,50
50,5,4,51
