"lon","lat"
7.6503014,51.9498799
7.6222619,51.9709284
7.58384,51.96231
7.6214501,51.9766836
7.62376,51.96468
7.6485237,51.9643947
7.655372,51.9713844
7.63802,51.96911
7.6304298,51.9579407
7.6320987,51.9498832
7.596053,51.9585394
7.60034,51.96608
7.6500009,51.9681734
7.6440723,51.9587584
7.6396278,51.9668951
7.62209,51.94656
7.6380005,51.9639647
7.60168,51.9701
7.6458742,51.9736959
7.5951649,51.971603
7.5933084,51.9698742
7.6174242,51.9445123
7.6186482,51.9551729
7.62758,51.95977
7.6329324,51.9738727
7.6451,51.94999
7.58923,51.96915
7.6155586,51.9715187
7.631613,51.976188
7.6039698,51.9577489
7.62131,51.96365
7.6089137,51.9701708
7.6235569,51.9530873
7.6389544,51.9726463
7.6451868,51.96475
7.60876,51.95112
7.6365,51.96259
7.60557,51.9588
7.6217966,51.958984
7.6035977,51.9729912
7.61075,51.95068
7.6360101,51.9496374
7.6212114,51.95129
7.6291469,51.9596184
7.642595,51.9682181
7.6192547,51.9668008
7.629328,51.9477658
7.6343981,51.9693705
7.6258528,51.9616031
7.6358143,51.9658416
7.6390387,51.9472659
7.6233189,51.9562418
7.654528,51.954503
7.65081,51.96675
7.621907,51.9781995
7.65641,51.96452
7.6133455,51.9737541
7.6540233,51.9628922
7.58469,51.9653
7.65,51.9531224
7.6237645,51.9527276
