"lon","lat"
7.6503014,51.9498799
7.58469,51.9653
7.6440723,51.9587584
7.6320987,51.9498832
7.6129733,51.9797401
7.6111634,51.9724975
7.6090559,51.9463885
7.6380005,51.9639647
7.61016,51.9646
7.6258528,51.9616031
7.5930105,51.975277
7.6358143,51.9658416
7.6217966,51.958984
7.6396278,51.9668951
7.6329324,51.9738727
7.60557,51.9588
7.6172374,51.9757169
7.6334061,51.9580046
7.5933084,51.9698742
7.64462,51.97123
7.6365,51.96259
7.6237645,51.9527276
7.65641,51.96452
7.6485237,51.9643947
7.637205,51.9610634
7.6366,51.9743
7.58384,51.96231
7.60564,51.96635
7.6529,51.95536
7.6039698,51.9577489
7.6186482,51.9551729
7.6343074,51.9767622
7.5951649,51.971603
7.62131,51.96365
7.6414876,51.9604829
7.62209,51.94656
7.60168,51.9701
7.60817,51.97811
7.5870371,51.9640462
7.62813,51.95329
7.629328,51.9477658
