30,414,942,396,404,638,472,837,405,499,438,1044,572,821,628,598,526,564,491,1378,672,247,983,1083,134,858,151,368,533,1382,970,320,472,428,982,1130,589,696,1123,569,849,1215,986,539,347,869,717,496,731,1230,598,938,514,682,910,584,953,818,885,459,1283
414,30,1267,426,627,911,380,1169,710,722,660,1277,863,1174,942,968,827,911,607,1689,1008,497,1291,1364,509,1222,327,399,724,1703,1299,697,550,562,1275,1386,940,1069,1421,914,1098,1498,1197,664,279,1090,866,795,965,1567,804,1217,555,970,1152,913,1208,1017,1181,770,1554
942,1267,30,938,687,412,1057,139,587,612,660,420,440,223,355,441,471,414,787,467,301,800,114,269,840,288,979,949,644,470,68,680,850,794,181,381,394,401,245,407,353,360,474,753,1053,441,650,502,443,334,577,232,889,345,367,389,323,508,178,527,444
396,426,938,30,284,559,155,854,419,359,308,890,531,889,623,736,509,639,212,1337,709,253,947,997,407,958,293,63,343,1358,974,530,154,178,918,1006,672,835,1065,639,722,1129,806,268,178,702,470,481,588,1242,423,853,168,625,772,615,832,626,830,472,1179
404,627,687,284,30,315,408,600,181,129,65,690,278,636,369,502,255,393,188,1097,455,190,701,767,343,707,374,292,160,1114,722,363,227,155,679,792,425,596,826,392,504,900,622,205,398,507,346,227,374,991,226,620,280,378,561,362,613,447,587,223,958
638,911,412,559,315,30,676,342,265,231,285,442,104,412,150,394,154,269,405,811,246,453,417,485,548,499,642,573,263,830,449,453,467,413,394,523,289,453,541,262,244,618,400,373,683,286,320,178,159,715,203,337,508,98,306,199,346,274,302,220,680
472,380,1057,155,408,676,30,976,544,476,429,984,652,1014,746,860,632,764,310,1449,833,369,1062,1104,505,1083,354,160,451,1472,1094,646,245,293,1030,1104,797,960,1175,764,826,1234,894,359,169,798,550,605,692,1361,529,963,226,743,872,739,934,717,944,597,1280
837,1169,139,854,600,342,976,30,489,534,576,465,354,146,261,335,378,306,713,575,195,703,205,354,734,234,878,862,573,576,163,571,773,713,250,456,286,307,348,300,347,461,498,684,962,437,608,408,402,428,514,270,817,275,380,286,354,489,192,430,543
405,710,587,419,181,265,544,489,30,197,181,675,197,506,263,352,152,250,337,1015,331,244,617,709,314,570,423,420,258,1025,619,248,377,305,610,756,283,448,753,250,478,842,627,343,508,510,429,121,371,887,281,563,431,307,540,235,580,474,513,90,909
499,722,612,359,129,231,476,534,197,30,94,591,213,585,309,489,209,367,211,1010,405,288,618,674,430,664,473,373,92,1030,648,411,270,212,590,694,398,575,737,364,406,807,523,194,487,408,267,192,276,915,130,528,315,298,462,319,517,350,501,211,862
438,660,660,308,65,285,429,576,181,94,30,655,253,618,347,496,236,382,188,1066,437,225,672,734,374,692,409,319,129,1084,696,379,236,169,648,757,415,588,795,380,469,868,586,193,428,472,316,211,339,965,191,588,287,349,526,345,579,412,557,215,924
1044,1277,420,890,690,442,984,465,675,591,655,30,514,581,500,720,564,626,709,565,534,846,344,236,958,665,1034,913,583,610,446,858,772,746,271,164,628,727,332,618,228,321,131,655,1032,218,470,589,346,593,503,225,789,416,165,562,145,297,303,631,338
572,863,440,531,278,104,652,354,197,213,253,514,30,403,127,340,80,212,394,857,223,399,458,542,480,483,585,540,261,870,474,378,452,390,445,589,238,411,591,206,316,676,475,373,644,361,363,107,230,743,225,396,498,141,379,149,414,344,350,147,742
821,1174,223,889,636,412,1014,146,506,585,618,581,403,30,306,271,413,293,767,628,212,716,304,459,717,122,878,893,633,616,226,539,822,757,360,566,264,212,436,291,458,552,613,745,984,547,695,439,496,447,585,386,870,352,494,305,471,592,309,450,637
