"id","weight","time","location_id"
1,6,10,2
2,11,5,3
3,1,18,4
4,14,7,5
5,13,29,6
6,10,6,7
7,5,1,8
8,14,3,9
9,10,8,10
10,10,18,11
11,9,14,12
12,3,18,13
13,8,23,14
14,11,24,15
15,14,15,16
16,2,28,17
17,4,20,18
18,11,20,19
19,6,9,20
20,3,16,21
21,14,20,22
22,6,17,23
23,11,24,24
24,12,24,25
25,7,15,26
26,6,6,27
27,5,17,28
28,2,6,29
29,14,26,30
30,7,5,31
31,9,21,32
32,5,25,33
33,15,12,34
34,13,23,35
35,12,24,36
36,3,3,37
37,10,27,38
38,2,23,39
39,5,11,40
40,4,5,41
41,8,6,42
42,14,17,43
43,12,11,44
44,12,26,45
45,10,7,46
46,4,7,47
47,5,18,48
48,2,22,49
49,14,11,50
50,10,12,51
51,10,8,52
52,2,18,53
53,8,21,54
54,7,23,55
55,1,2,56
56,4,22,57
57,3,25,58
58,6,10,59
59,7,22,60
60,10,10,61
61,14,22,62
62,11,2,63
63,4,12,64
64,10,13,65
65,3,5,66
66,2,13,67
67,9,13,68
68,11,11,69
69,12,25,70
70,6,12,71
71,3,10,72
72,13,12,73
73,2,22,74
74,1,4,75
75,3,21,76
76,6,8,77
77,5,24,78
78,15,9,79
79,14,21,80
80,10,19,81
