"id","weight","time","location_id"
1,10,6,2
2,5,11,3
3,10,20,4
4,7,29,5
5,2,20,6
6,5,21,7
7,10,24,8
8,6,13,9
9,6,14,10
10,5,5,11
11,5,27,12
12,15,11,13
13,5,20,14
14,11,24,15
15,12,6,16
16,10,18,17
17,5,8,18
18,14,10,19
19,4,20,20
20,4,6,21
21,6,21,22
22,11,14,23
23,14,12,24
24,3,4,25
25,9,21,26
26,5,30,27
27,13,9,28
28,11,28,29
29,10,30,30
30,5,23,31
31,7,13,32
32,5,17,33
33,11,7,34
34,14,10,35
35,13,21,36
36,14,29,37
37,14,17,38
38,4,4,39
39,10,11,40
40,8,15,41
41,8,9,42
42,13,18,43
43,7,23,44
44,1,24,45
45,9,4,46
46,3,28,47
47,12,5,48
48,13,15,49
49,14,29,50
50,10,18,51
51,13,18,52
52,6,1,53
53,8,27,54
54,3,14,55
55,8,2,56
56,12,24,57
57,11,19,58
58,14,30,59
59,4,9,60
60,1,5,61
