"lon","lat"
7.6503014,51.9498799
7.6129733,51.9797401
7.60817,51.97811
7.6214501,51.9766836
7.6380005,51.9639647
7.6389544,51.9726463
7.58923,51.96915
7.6358143,51.9658416
7.6304298,51.9579407
7.6212114,51.95129
7.5951649,51.971603
7.655372,51.9713844
7.6233189,51.9562418
7.6301426,51.9776724
7.58469,51.9653
7.5930105,51.975277
7.62813,51.95329
7.6365,51.96489
7.6343074,51.9767622
7.631613,51.976188
7.60557,51.9588
7.6440723,51.9587584
7.6111634,51.9724975
7.6222619,51.9709284
7.6258528,51.9616031
7.65,51.9531224
7.6035977,51.9729912
7.6366,51.9743
7.62376,51.96468
7.60448,51.9628627
7.6329324,51.9738727
7.6089137,51.9701708
7.6673981,51.9586703
7.6224002,51.9518166
7.6359981,51.9474428
7.637205,51.9610634
7.65081,51.96675
7.6039698,51.9577489
7.64462,51.97123
7.5870371,51.9640462
7.596053,51.9585394
7.6485237,51.9643947
7.6133455,51.9737541
7.6343981,51.9693705
7.6396278,51.9668951
7.60876,51.95112
7.6186482,51.9551729
7.6320987,51.9498832
7.58384,51.96231
7.6500009,51.9681734
7.6304497,51.970202
