"id","weight","time","location_id"
1,11,5,2
2,4,15,3
3,5,22,4
4,11,28,5
5,9,25,6
6,8,12,7
7,13,10,8
8,14,27,9
9,10,3,10
10,7,4,11
11,11,27,12
12,2,7,13
13,13,25,14
14,8,19,15
15,2,18,16
16,13,3,17
17,11,9,18
18,7,27,19
19,9,6,20
20,11,24,21
21,1,25,22
22,8,12,23
23,7,6,24
24,10,21,25
25,5,11,26
26,11,11,27
27,14,28,28
28,6,22,29
29,8,16,30
30,4,27,31
31,9,11,32
32,2,22,33
33,13,5,34
34,5,23,35
35,6,3,36
36,11,6,37
37,14,29,38
38,15,28,39
39,5,3,40
40,9,16,41
41,2,3,42
42,2,12,43
43,11,6,44
44,11,17,45
45,2,23,46
46,3,3,47
47,6,14,48
48,5,13,49
49,15,26,50
50,10,10,51
51,5,28,52
52,11,30,53
53,14,18,54
54,9,29,55
55,12,19,56
56,6,20,57
57,10,29,58
58,4,11,59
59,13,23,60
60,13,24,61
61,6,9,62
62,5,14,63
63,9,17,64
64,2,19,65
65,3,22,66
66,9,4,67
67,15,12,68
68,5,30,69
69,6,14,70
70,9,28,71
71,7,3,72
72,13,18,73
73,9,21,74
74,8,15,75
75,13,4,76
76,9,7,77
77,2,2,78
78,5,2,79
79,9,30,80
80,12,14,81
