"id","weight","time","location_id"
1,12,27,2
2,11,29,3
3,11,2,4
4,12,29,5
5,4,14,6
6,13,23,7
7,12,26,8
8,13,9,9
9,7,21,10
10,8,6,11
11,3,13,12
12,2,4,13
13,7,17,14
14,1,8,15
15,1,30,16
16,6,2,17
17,10,20,18
18,2,21,19
19,15,17,20
20,6,3,21
21,9,20,22
22,7,15,23
23,11,29,24
24,10,23,25
25,5,14,26
26,14,20,27
27,3,21,28
28,14,26,29
29,5,10,30
30,12,21,31
31,6,17,32
32,9,15,33
33,11,1,34
34,10,20,35
35,12,26,36
36,8,3,37
37,8,23,38
38,2,17,39
39,8,24,40
40,15,18,41
41,11,27,42
42,13,24,43
43,6,19,44
44,13,15,45
45,9,18,46
46,5,17,47
47,12,21,48
48,11,4,49
49,7,6,50
50,11,22,51
51,6,2,52
52,2,2,53
53,8,7,54
54,7,18,55
55,8,7,56
56,10,20,57
57,7,20,58
58,10,28,59
59,9,3,60
60,5,25,61
