"id","weight","time","location_id"
1,1,13,2
2,5,11,3
3,7,6,4
4,4,7,5
5,4,13,6
6,8,16,7
7,5,8,8
8,1,16,9
9,14,21,10
10,12,9,11
11,14,7,12
12,10,8,13
13,3,7,14
14,3,9,15
15,5,3,16
16,8,5,17
17,5,21,18
18,7,14,19
19,1,3,20
20,2,3,21
21,7,29,22
22,7,3,23
23,8,18,24
24,14,3,25
25,8,18,26
26,2,16,27
27,7,12,28
28,12,17,29
29,7,30,30
30,11,14,31
31,10,19,32
32,1,11,33
33,12,19,34
34,2,30,35
35,15,2,36
36,12,6,37
37,14,3,38
38,4,25,39
39,4,9,40
40,3,14,41
41,12,17,42
42,14,12,43
43,4,6,44
44,6,3,45
45,12,7,46
46,9,14,47
47,3,3,48
48,7,22,49
49,2,19,50
50,13,3,51
51,7,11,52
52,9,6,53
53,7,3,54
54,9,17,55
55,3,10,56
56,12,25,57
57,10,14,58
58,12,8,59
59,12,6,60
60,10,14,61
61,6,2,62
62,13,17,63
63,9,28,64
64,11,13,65
65,5,15,66
66,11,24,67
67,14,13,68
68,6,23,69
69,2,14,70
70,12,18,71
