30,832,934,438,1327,569,1378,428,261,374,301,572,589,496,1112,885,986,717,953,347,1044
832,30,273,425,783,533,818,489,737,489,742,371,558,429,549,389,211,195,289,772,305
934,273,30,559,541,491,579,664,782,599,908,396,501,472,306,189,179,423,50,949,157
438,425,559,30,1019,380,1066,169,386,108,383,253,415,211,785,557,586,316,579,428,655
1327,783,541,1019,30,793,83,1144,1123,1035,1370,808,778,877,270,493,636,934,524,1417,538
569,533,491,380,793,30,845,516,361,346,670,206,64,202,593,383,604,539,505,726,618
1378,818,579,1066,83,845,30,1190,1175,1084,1418,857,831,926,313,540,665,972,561,1464,565
428,489,664,169,1144,516,1190,30,455,209,282,390,550,349,907,683,666,343,685,316,746
261,737,782,386,1123,361,1175,455,30,308,463,420,375,347,922,704,863,664,800,520,903
374,489,599,108,1035,346,1084,209,308,30,368,257,379,194,806,576,642,391,619,420,703
301,742,908,383,1370,670,1418,282,463,368,30,594,700,532,1137,908,917,592,929,88,996
572,371,396,253,808,206,857,390,420,257,594,30,238,107,580,350,475,363,414,644,514
589,558,501,415,778,64,831,550,375,379,700,238,30,236,586,384,619,570,514,756,628
496,429,472,211,877,202,926,349,347,194,532,107,236,30,652,423,546,392,491,584,589
1112,549,306,785,270,593,313,907,922,806,1137,580,586,652,30,261,419,696,290,1183,330
885,389,189,557,493,383,540,683,704,576,908,350,384,423,261,30,338,508,192,955,303
986,211,179,586,636,604,665,666,863,642,917,475,619,546,419,338,30,376,181,951,131
717,195,423,316,934,539,972,343,664,391,592,363,570,392,696,508,376,30,442,618,470
953,289,50,579,524,505,561,685,800,619,929,414,514,491,290,192,181,442,30,969,145
347,772,949,428,1417,726,1464,316,520,420,88,644,756,584,1183,955,951,618,969,30,1032
1044,305,157,655,538,618,565,746,903,703,996,514,628,589,330,303,131,470,145,1032,30
