"id","weight","time","location_id"
1,9,14,2
2,9,28,3
3,13,17,4
4,13,18,5
5,2,4,6
6,8,12,7
7,6,29,8
8,13,7,9
9,8,7,10
10,7,9,11
11,2,4,12
12,4,6,13
13,7,9,14
14,3,20,15
15,7,29,16
16,4,3,17
17,13,2,18
18,4,2,19
19,11,13,20
20,11,8,21
21,2,4,22
22,8,26,23
23,3,5,24
24,5,17,25
25,4,16,26
26,4,10,27
27,1,21,28
28,5,23,29
29,3,29,30
30,7,12,31
31,12,11,32
32,2,14,33
33,6,20,34
34,6,16,35
35,12,1,36
36,9,26,37
37,12,17,38
38,12,27,39
39,4,29,40
40,8,27,41
41,6,21,42
42,9,25,43
43,15,14,44
44,3,19,45
45,6,14,46
46,12,29,47
47,9,9,48
48,9,29,49
49,13,21,50
50,12,27,51
