30,938,791,584,499,638,869,731,628,970,832,405,590,134,672,1283,301,1238,1072,486,368,479,533,1129,461,564,432,539,404,737,261
938,30,248,408,528,337,253,303,350,264,357,563,598,843,359,375,940,342,170,614,870,520,542,352,572,462,646,638,620,241,767
791,248,30,236,469,275,385,339,202,216,462,434,595,689,156,557,851,490,380,570,800,345,507,374,506,269,585,618,538,237,592
584,408,236,30,319,199,438,324,93,418,470,235,478,483,126,746,658,689,547,421,619,143,374,577,345,101,420,483,362,256,392
499,528,469,319,30,231,408,276,309,648,364,197,199,430,405,862,443,840,646,133,373,314,92,798,74,367,150,194,129,318,427
638,337,275,199,231,30,286,159,150,449,303,265,351,548,246,680,636,648,466,329,573,274,263,598,272,269,350,373,315,130,493
869,253,385,438,408,286,30,169,377,477,136,510,418,788,442,515,809,523,308,466,725,529,396,575,451,508,511,469,507,213,747
731,303,339,324,276,159,169,30,269,481,176,371,325,650,353,621,685,609,406,347,607,402,275,610,320,395,387,366,374,132,610
628,350,202,93,309,150,377,269,30,387,414,263,456,530,129,692,679,640,489,412,631,200,357,545,342,161,420,469,369,194,447
970,264,216,418,648,449,477,481,387,30,574,619,762,867,328,443,1036,353,335,748,984,521,681,189,687,438,766,790,722,385,762
832,357,462,470,364,303,136,176,414,574,30,495,334,760,495,611,742,626,411,400,652,544,336,680,402,541,450,389,460,264,737
405,563,434,235,197,265,510,371,263,619,495,30,362,314,331,909,454,866,697,271,420,172,258,777,194,250,247,343,181,363,273
590,598,595,478,199,351,418,325,456,762,334,362,30,545,555,902,447,900,691,138,352,483,138,900,200,532,190,88,239,408,573
134,843,689,483,430,548,788,650,530,867,760,314,545,30,569,1188,344,1140,979,438,384,376,473,1026,397,460,385,500,343,647,163
672,359,156,126,405,246,442,353,129,328,495,331,555,569,30,682,754,616,496,507,714,223,454,487,434,143,511,566,455,263,467
1283,375,557,746,862,680,515,621,692,443,611,909,902,1188,682,30,1275,138,247,939,1199,859,866,370,907,793,977,950,958,582,1108
301,940,851,658,443,636,809,685,679,1036,742,454,447,344,754,1275,30,1252,1059,373,130,582,443,1193,399,668,329,389,351,730,463
1238,342,490,689,840,648,523,609,640,353,626,866,900,1140,616,138,1252,30,245,924,1182,801,852,263,884,729,958,945,932,553,1050
1072,170,380,547,646,466,308,406,489,335,411,697,691,979,496,247,1059,245,30,723,982,659,650,356,690,602,761,737,741,367,906
486,614,570,421,133,329,466,347,412,748,400,271,138,438,507,939,373,924,723,30,290,403,103,896,109,464,85,103,133,408,467
368,870,800,619,373,573,725,607,631,984,652,420,352,384,714,1199,130,1182,982,290,30,557,362,1137,330,639,254,295,292,661,485
479,520,345,143,314,274,529,402,200,521,544,172,483,376,223,859,582,801,659,403,557,30,375,680,324,118,386,474,321,353,279
533,542,507,374,92,263,396,275,357,681,336,258,138,473,454,866,443,852,650,103,362,375,30,827,106,425,146,142,160,337,482
1129,352,374,577,798,598,575,610,545,189,680,777,900,1026,487,370,1193,263,356,896,1137,680,827,30,839,596,917,933,876,523,919
461,572,506,345,74,272,451,320,342,687,402,194,200,397,434,907,399,884,690,109,330,324,106,839,30,386,109,180,88,362,407
564,462,269,101,367,269,508,395,161,438,541,250,532,460,143,793,668,729,602,464,639,118,425,596,386,30,455,531,393,326,354
432,646,585,420,150,350,511,387,420,766,450,247,190,385,511,977,329,958,761,85,254,386,146,917,109,455,30,146,97,437,423
539,638,618,483,194,373,469,366,469,790,389,343,88,500,566,950,389,945,737,103,295,474,142,933,180,531,146,30,205,441,538
404,620,538,362,129,315,507,374,369,722,460,181,239,343,455,958,351,932,741,133,292,321,160,876,88,393,97,205,30,409,365
737,241,237,256,318,130,213,132,194,385,264,363,408,647,263,582,730,553,367,408,661,353,337,523,362,326,437,441,409,30,586
261,767,592,392,427,493,747,610,447,762,737,273,573,163,467,1108,463,1050,906,467,485,279,482,919,407,354,423,538,365,586,30
