"id","weight","time","location_id"
1,9,3,2
2,12,7,3
3,7,18,4
4,6,21,5
5,9,16,6
6,6,2,7
7,9,27,8
8,3,20,9
9,11,6,10
10,11,11,11
11,14,14,12
12,12,5,13
13,5,7,14
14,9,18,15
15,10,20,16
16,5,10,17
17,5,14,18
18,12,21,19
19,13,13,20
20,3,5,21
21,13,26,22
22,2,21,23
23,13,22,24
24,2,25,25
25,3,13,26
26,5,16,27
27,7,29,28
28,14,11,29
29,12,13,30
30,7,23,31
31,10,18,32
32,9,24,33
33,9,23,34
34,9,7,35
35,12,28,36
36,14,15,37
37,10,6,38
38,7,2,39
39,15,10,40
40,6,22,41
41,14,5,42
42,9,16,43
43,14,16,44
44,1,25,45
45,1,29,46
46,10,14,47
47,14,18,48
48,11,18,49
49,8,21,50
50,9,19,51
51,3,25,52
52,1,8,53
53,3,10,54
54,7,13,55
55,12,21,56
56,15,9,57
57,2,30,58
58,11,12,59
59,2,13,60
60,13,29,61
61,2,12,62
62,2,22,63
63,5,1,64
64,12,27,65
65,4,15,66
66,7,28,67
67,13,28,68
68,2,18,69
69,6,4,70
70,8,9,71
71,7,19,72
72,4,7,73
73,10,15,74
74,5,7,75
75,5,21,76
76,2,2,77
77,2,26,78
78,3,11,79
79,3,23,80
80,4,12,81
81,8,19,82
82,14,2,83
83,2,9,84
84,4,12,85
85,5,9,86
86,4,20,87
87,2,28,88
88,12,22,89
89,3,11,90
90,12,20,91
