"lon","lat"
7.6503014,51.9498799
7.5982961,51.966712
7.5933084,51.9698742
7.6206177,51.9633789
7.6358143,51.9658416
7.61075,51.95068
7.63802,51.96911
7.6304298,51.9579407
7.6458742,51.9736959
7.6365,51.96259
7.6343981,51.9693705
7.6111634,51.9724975
7.6166964,51.9532809
7.6222619,51.9709284
7.621907,51.9781995
7.62209,51.94656
7.642595,51.9682181
7.6235569,51.9530873
7.6258528,51.9616031
7.6500009,51.9681734
7.64462,51.97123
7.6090559,51.9463885
7.63366,51.96637
7.6105,51.95649
7.6089137,51.9701708
7.6451868,51.96475
7.6389544,51.9726463
7.6320987,51.9498832
7.6396278,51.9668951
7.629328,51.9477658
7.6174242,51.9445123
7.631613,51.976188
7.596053,51.9585394
7.60448,51.9628627
7.59878,51.96643
7.64138,51.97113
7.6359981,51.9474428
7.65641,51.96452
7.6177239,51.9720578
7.60034,51.96608
7.6154369,51.969254
7.6101736,51.9727101
7.61323,51.9584
7.60557,51.9588
7.58384,51.96231
7.62813,51.95329
7.6343074,51.9767622
7.60564,51.96635
7.62131,51.96365
7.6414876,51.9604829
7.6233189,51.9562418
