30,696,374,953,134,1080,791,858,622,320,982,345,499,428,942,837,731,983,832,934,818
696,30,546,612,594,580,320,202,694,406,526,717,575,722,401,307,567,479,710,604,678
374,546,30,619,302,774,512,665,300,303,670,206,158,209,664,572,388,685,489,599,474
953,612,619,30,863,267,323,557,486,753,186,748,517,685,323,354,274,257,289,50,269
134,594,302,863,30,981,689,754,566,219,884,325,430,398,840,734,650,882,760,844,743
1080,580,774,267,981,30,330,461,700,835,136,927,696,876,209,309,479,135,525,282,502
791,320,512,323,689,330,30,284,531,535,250,682,469,649,183,97,339,226,462,315,431
858,202,665,557,754,461,284,30,758,569,435,841,664,830,288,234,587,372,716,554,685
622,694,300,486,566,700,531,758,30,562,596,336,181,254,655,598,251,640,267,466,266
320,406,303,753,219,835,535,569,562,30,745,422,411,466,680,571,574,732,707,736,683
982,526,670,186,884,136,250,435,596,745,30,822,590,770,181,250,375,104,433,195,408
345,717,206,748,325,927,682,841,336,422,822,30,263,117,831,743,505,845,568,728,561
499,575,158,517,430,696,469,664,181,411,590,263,30,212,612,534,276,618,364,496,350
428,722,209,685,398,876,649,830,254,466,770,117,212,30,794,713,440,800,489,664,486
942,401,664,323,840,209,183,288,655,680,181,831,612,794,30,139,443,114,537,326,508
837,307,572,354,734,309,97,234,598,571,250,743,534,713,139,30,402,205,520,350,489
731,567,388,274,650,479,339,587,251,574,375,505,276,440,443,402,30,421,176,254,146
983,479,685,257,882,135,226,372,640,732,104,845,618,800,114,205,421,30,494,265,468
832,710,489,289,760,525,462,716,267,707,433,568,364,489,537,520,176,494,30,273,62
934,604,599,50,844,282,315,554,466,736,195,728,496,664,326,350,254,265,273,30,252
818,678,474,269,743,502,431,685,266,683,408,561,350,486,508,489,146,468,62,252,30
