30,717,1130,345,821,1382,472,1129,472,682,414,1238,438,567,638,628,405,983,1123,405,564
717,30,597,427,695,1006,347,812,550,374,866,783,316,191,320,439,429,623,704,357,545
1130,597,30,925,566,482,891,397,1104,482,1386,240,757,731,523,554,756,297,228,773,669
345,427,925,30,774,1258,160,1020,273,522,491,1073,204,267,459,512,302,845,969,209,521
821,695,566,774,30,616,822,363,1014,352,1174,549,618,717,412,306,506,304,436,597,293
1382,1006,482,1258,616,30,1259,286,1472,766,1703,272,1084,1110,830,792,1025,443,332,1083,851
472,347,891,160,822,1259,30,1034,245,535,550,1057,236,191,467,548,377,850,961,267,588
1129,812,397,1020,363,286,1034,30,1244,531,1457,263,849,895,598,545,777,219,199,843,596
472,550,1104,273,1014,1472,245,1244,30,743,380,1272,429,403,676,746,544,1062,1175,446,764
682,374,482,522,352,766,535,531,743,30,970,591,349,407,98,121,307,353,481,348,252
414,866,1386,491,1174,1703,550,1457,380,970,30,1529,660,707,911,942,710,1291,1421,653,911
1238,783,240,1073,549,272,1057,263,1272,591,1529,30,900,902,648,640,866,294,148,906,729
438,316,757,204,618,1084,236,849,429,349,660,900,30,194,285,347,181,672,795,76,382
567,191,731,267,717,1110,191,895,403,407,707,902,194,30,340,441,339,707,810,240,513
638,320,523,459,412,830,467,598,676,98,911,648,285,340,30,150,265,417,541,288,269
628,439,554,512,306,792,548,545,746,121,942,640,347,441,150,30,263,385,525,333,161
405,429,756,302,506,1025,377,777,544,307,710,866,181,339,265,263,30,617,753,141,250
983,623,297,845,304,443,850,219,1062,353,1291,294,672,707,417,385,617,30,176,670,466
1123,704,228,969,436,332,961,199,1175,481,1421,148,795,810,541,525,753,176,30,799,611
405,357,773,209,597,1083,267,843,446,348,653,906,76,240,288,333,141,670,799,30,352
564,545,669,521,293,851,588,596,764,252,911,729,382,513,269,161,250,466,611,352,30
