"lon","lat"
7.6503014,51.9498799
7.60034,51.96608
7.6172374,51.9757169
7.60448,51.9628627
7.63366,51.96637
7.5970566,51.9556294
7.58923,51.96915
7.655372,51.9713844
7.6166964,51.9532809
7.6500009,51.9681734
7.58384,51.96231
7.6111634,51.9724975
7.60817,51.97811
7.5870371,51.9640462
7.6222619,51.9709284
7.6320987,51.9498832
7.596053,51.9585394
7.6133455,51.9737541
7.6035977,51.9729912
7.5951649,51.971603
7.6090559,51.9463885
7.642595,51.9682181
7.6360101,51.9496374
7.6529,51.95536
7.6129733,51.9797401
7.6367754,51.9730844
7.637205,51.9610634
7.64138,51.97113
7.6673981,51.9586703
7.6359981,51.9474428
7.6186482,51.9551729
7.60168,51.9701
7.59878,51.96643
7.6396278,51.9668951
7.65,51.9531224
7.6451,51.94999
7.6358143,51.9658416
7.6177239,51.9720578
7.60557,51.9588
7.6343981,51.9693705
7.6291469,51.9596184
7.58469,51.9653
7.6343074,51.9767622
7.61323,51.9584
7.6018463,51.9759456
7.621907,51.9781995
7.62758,51.95977
7.61016,51.9646
7.60884,51.96836
7.6258528,51.9616031
7.6380005,51.9639647
