30,986,1044,818,404,539,1311,461,459,612,1215,472,584,717,1378,1283,479,438,656,675,942,247,934,731,572,95,1072,590,638,983,622,952,414,589,320,374,368,970,472,1327,1129,322,910,533,432,861,672,394,1382,396,598
986,30,131,210,622,569,550,565,589,622,422,894,543,376,665,439,640,586,461,410,474,780,179,286,475,942,261,515,400,408,446,238,1197,619,823,642,830,505,685,636,573,804,150,506,622,609,534,739,709,806,428
1044,131,30,297,690,655,449,635,631,626,321,984,562,470,565,338,667,655,553,500,420,846,157,346,514,1005,167,604,442,344,532,189,1277,628,858,703,913,446,772,538,490,882,165,583,698,570,534,770,610,890,503
818,210,297,30,447,389,692,390,446,538,565,717,441,205,800,599,517,412,287,233,508,607,252,146,344,770,395,337,274,468,266,313,1017,528,683,474,650,545,506,763,654,625,202,327,443,601,464,607,835,626,252
404,622,690,447,30,205,1011,88,223,451,900,408,362,346,1097,958,321,65,296,306,687,190,593,374,278,353,741,239,315,701,253,625,627,425,363,90,292,722,227,1049,876,241,561,160,97,669,455,335,1114,284,226
539,569,655,389,205,30,1027,180,370,585,906,359,483,233,1125,950,474,193,154,193,753,326,586,366,373,479,737,88,373,747,153,633,664,562,538,264,295,790,147,1082,933,283,543,142,146,772,566,505,1152,268,207
1311,550,449,692,1011,1027,30,964,884,763,158,1354,759,866,149,174,870,979,944,889,417,1146,474,692,778,1287,327,983,726,360,909,424,1607,779,1061,1003,1263,403,1139,141,282,1220,521,933,1039,562,681,970,204,1246,855
461,565,635,390,88,180,964,30,221,442,851,437,345,292,1053,907,324,53,250,253,651,248,541,320,247,411,690,200,272,660,201,575,678,418,398,130,330,687,236,1006,839,286,506,106,109,646,434,358,1072,318,168
459,589,631,446,223,370,884,221,30,257,786,597,176,425,957,855,134,215,414,396,527,303,513,337,147,433,645,380,220,558,353,525,770,232,268,179,474,559,419,906,718,414,496,272,287,484,272,195,966,472,275
612,622,626,538,451,585,763,442,257,30,691,823,138,587,812,770,174,439,603,570,377,511,499,423,256,607,589,584,303,437,539,481,965,56,336,405,698,398,645,760,554,636,506,478,513,279,123,250,809,697,451
1215,422,321,565,900,906,158,851,786,691,30,1234,671,740,275,115,784,868,820,765,360,1041,350,572,676,1187,201,860,618,285,787,306,1498,703,979,897,1147,358,1019,252,292,1107,396,816,924,522,603,887,323,1129,736
472,894,984,717,408,359,1354,437,597,823,1234,30,739,550,1449,1280,684,429,465,515,1057,369,914,692,652,411,1066,410,676,1062,482,959,380,797,646,448,160,1094,245,1405,1244,226,872,451,357,1047,833,664,1472,155,529
584,543,562,441,362,483,759,345,176,138,671,739,30,480,824,746,143,345,496,462,389,448,436,324,149,567,547,478,199,429,432,431,913,120,339,324,619,418,551,772,577,560,433,374,420,339,126,247,829,615,344
717,376,470,205,346,233,866,292,425,587,740,550,480,30,972,774,519,316,115,72,650,500,423,237,363,662,569,176,320,623,124,480,866,570,646,391,498,688,347,934,812,484,375,217,317,712,535,587,1006,470,180
1378,665,565,800,1097,1125,149,1053,957,812,275,1449,824,972,30,290,931,1066,1048,993,467,1225,579,790,857,1359,438,1084,811,429,1010,524,1689,831,1117,1084,1353,444,1234,83,294,1307,628,1027,1129,589,739,1027,92,1337,950
1283,439,338,599,958,950,174,907,855,770,115,1280,746,774,290,30,859,924,856,802,444,1103,397,621,742,1253,247,902,680,368,829,364,1554,782,1054,958,1199,443,1065,284,370,1161,438,866,977,607,682,962,348,1179,786
479,640,667,517,321,474,870,324,134,174,784,684,143,519,931,859,30,316,515,493,494,367,543,402,202,467,659,483,274,540,453,542,823,148,226,269,557,521,517,880,680,494,535,375,386,420,223,135,934,559,371
438,586,655,412,65,193,979,53,215,439,868,429,345,316,1066,924,316,30,271,276,660,225,559,339,253,388,708,218,285,672,223,592,660,415,379,108,319,696,236,1019,849,271,526,129,104,649,437,343,1084,308,191
656,461,553,287,296,154,944,250,414,603,820,465,496,115,1048,856,515,271,30,85,708,440,501,298,377,597,649,97,351,688,94,555,784,583,617,349,416,746,264,1009,877,407,454,178,254,754,563,569,1080,388,182
675,410,500,233,306,193,889,253,396,570,765,515,462,72,993,802,493,276,85,30,656,458,446,245,344,620,594,137,309,635,83,500,827,551,612,353,458,695,308,954,824,442,399,177,275,708,524,556,1025,431,152
942,474,420,508,687,753,417,651,527,377,360,1057,389,650,467,444,494,660,708,656,30,800,326,443,440,926,317,724,412,114,655,267,1267,394,680,664,949,68,850,415,220,896,367,644,730,196,301,590,470,938,577
247,780,846,607,190,326,1146,248,303,511,1041,369,448,500,1225,1103,367,225,440,458,800,30,743,530,399,194,888,375,453,826,406,769,497,485,308,175,239,832,280,1176,990,174,714,317,215,753,544,328,1237,253,386
934,179,157,252,593,586,474,541,513,499,350,914,436,423,579,397,543,559,501,446,326,743,30,254,396,898,182,540,327,265,466,95,1188,501,736,599,831,358,700,541,441,795,80,499,610,460,407,646,613,812,418
731,286,346,146,374,366,692,320,337,423,572,692,324,237,790,621,402,339,298,245,443,530,254,30,230,689,406,325,159,421,251,297,965,412,574,388,607,481,477,748,610,571,217,275,387,509,353,495,818,588,194
572,475,514,344,278,373,778,247,147,256,676,652,149,363,857,742,202,253,377,344,440,399,396,230,30,542,530,363,104,458,313,410,863,238,378,257,540,474,452,808,629,487,379,261,325,431,223,296,870,531,225
95,942,1005,770,353,479,1287,411,433,607,1187,411,567,662,1359,1253,467,388,597,620,926,194,898,689,542,30,1040,531,603,961,567,920,395,583,332,331,303,955,408,1308,1114,257,871,481,375,856,658,394,1366,331,549
1072,261,167,395,741,737,327,690,645,589,201,1066,547,569,438,247,659,708,649,594,317,888,182,406,530,1040,30,691,466,233,617,150,1338,596,855,743,982,335,851,406,356,945,226,650,761,479,496,764,479,963,570
590,515,604,337,239,88,983,200,380,584,860,410,478,176,1084,902,483,218,97,137,724,375,540,325,363,531,691,30,351,712,104,590,721,562,567,295,352,762,202,1042,900,340,495,138,190,755,555,527,1112,325,178
638,400,442,274,315,373,726,272,220,303,618,676,199,320,811,680,274,285,351,309,412,453,327,159,104,603,466,351,30,417,290,347,911,289,453,308,573,449,467,765,598,525,306,263,350,434,246,370,830,559,203
983,408,344,468,701,747,360,660,558,437,285,1062,429,623,429,368,540,672,688,635,114,826,265,421,458,961,233,712,417,30,640,201,1291,451,732,685,960,133,850,380,219,911,311,642,738,280,352,640,443,947,570
622,446,532,266,253,153,909,201,353,539,787,482,432,124,1010,829,453,223,94,83,655,406,466,251,313,567,617,104,290,640,30,516,783,519,562,300,415,693,270,969,829,395,422,125,223,694,501,510,1039,390,119
