"id","weight","time","location_id"
1,10,6,2
2,3,30,3
3,7,15,4
4,10,22,5
5,4,12,6
6,14,13,7
7,11,16,8
8,5,27,9
9,9,18,10
10,13,12,11
11,6,25,12
12,7,21,13
13,8,14,14
14,1,26,15
15,1,13,16
16,2,14,17
17,8,2,18
18,3,2,19
19,4,26,20
20,15,10,21
21,13,8,22
22,8,29,23
23,6,12,24
24,8,13,25
25,4,8,26
26,1,26,27
27,4,8,28
28,13,20,29
29,4,25,30
30,7,16,31
31,13,30,32
32,10,1,33
33,8,27,34
34,10,23,35
35,5,27,36
36,10,9,37
37,14,16,38
38,6,11,39
39,8,17,40
40,15,10,41
41,9,19,42
42,9,29,43
43,13,23,44
44,7,4,45
45,3,10,46
46,14,1,47
47,10,14,48
48,6,22,49
49,11,14,50
50,2,24,51
51,11,3,52
52,1,13,53
53,13,23,54
54,7,13,55
55,1,26,56
56,5,29,57
57,12,7,58
58,7,1,59
59,6,7,60
60,8,5,61
