"id","weight","time","location_id"
1,8,30,2
2,14,5,3
3,8,17,4
4,7,12,5
5,14,15,6
6,2,29,7
7,11,5,8
8,2,17,9
9,6,9,10
10,14,17,11
11,9,21,12
12,5,17,13
13,13,10,14
14,3,22,15
15,13,30,16
16,10,27,17
17,10,10,18
18,7,25,19
19,9,11,20
20,3,1,21
21,13,12,22
22,1,2,23
23,8,7,24
24,6,15,25
25,12,28,26
26,10,23,27
27,12,3,28
28,6,20,29
29,4,20,30
30,7,23,31
31,2,27,32
32,6,5,33
33,11,3,34
34,9,18,35
35,11,26,36
36,14,15,37
37,6,8,38
38,14,10,39
39,7,9,40
40,2,29,41
41,10,13,42
42,9,23,43
43,12,4,44
44,7,30,45
45,12,12,46
46,13,23,47
47,11,10,48
48,15,12,49
49,10,10,50
50,8,14,51
51,13,16,52
52,10,9,53
53,12,28,54
54,13,4,55
55,10,21,56
56,14,1,57
57,9,29,58
58,13,16,59
59,14,14,60
60,1,28,61
