"id","weight","time","location_id"
1,11,28,2
2,15,29,3
3,8,29,4
4,1,29,5
5,7,27,6
6,9,7,7
7,1,7,8
8,4,2,9
9,5,5,10
10,7,26,11
11,8,13,12
12,10,29,13
13,13,27,14
14,3,26,15
15,2,7,16
16,3,13,17
17,4,29,18
18,8,18,19
19,13,15,20
20,2,20,21
21,12,11,22
22,2,21,23
23,10,14,24
24,6,20,25
25,4,19,26
26,6,9,27
27,13,28,28
28,2,9,29
29,2,25,30
30,3,19,31
31,8,22,32
32,8,8,33
33,12,25,34
34,2,21,35
35,4,18,36
36,14,21,37
37,10,4,38
38,1,10,39
39,3,22,40
40,3,13,41
41,9,24,42
42,9,16,43
43,3,21,44
44,3,29,45
45,12,11,46
46,7,7,47
47,4,24,48
48,4,9,49
49,14,4,50
50,11,29,51
51,5,30,52
52,10,3,53
53,5,8,54
54,12,26,55
55,14,7,56
56,10,3,57
57,15,28,58
58,15,19,59
59,6,11,60
60,13,16,61
61,12,7,62
62,9,12,63
63,5,6,64
64,2,6,65
65,8,26,66
66,6,20,67
67,8,20,68
68,13,2,69
69,14,5,70
70,12,17,71
