"id","weight","time","location_id"
1,2,25,2
2,10,11,3
3,13,13,4
4,9,30,5
5,9,26,6
6,14,23,7
7,5,16,8
8,8,24,9
9,13,5,10
10,3,1,11
11,14,26,12
12,4,4,13
13,5,19,14
14,5,6,15
15,3,8,16
16,2,9,17
17,2,7,18
18,14,9,19
19,11,6,20
20,5,22,21
21,6,15,22
22,13,13,23
23,12,27,24
24,15,12,25
25,15,23,26
26,6,27,27
27,14,11,28
28,10,2,29
29,5,24,30
30,5,15,31
31,2,2,32
32,15,24,33
33,14,23,34
34,3,26,35
35,14,28,36
36,5,13,37
37,4,26,38
38,12,11,39
39,14,9,40
40,13,11,41
41,13,9,42
42,13,11,43
43,12,12,44
44,11,11,45
45,5,4,46
46,11,4,47
47,9,27,48
48,4,13,49
49,6,2,50
50,10,18,51
