"id","weight","time","location_id"
1,5,22,2
2,9,5,3
3,2,13,4
4,7,24,5
5,7,16,6
6,11,13,7
7,13,28,8
8,15,28,9
9,1,19,10
10,12,17,11
11,11,3,12
12,7,13,13
13,13,29,14
14,5,7,15
15,9,12,16
16,14,26,17
17,8,7,18
18,11,18,19
19,14,6,20
20,10,8,21
21,8,22,22
22,5,19,23
23,1,29,24
24,15,6,25
25,12,19,26
26,10,11,27
27,14,23,28
28,5,11,29
29,12,2,30
30,3,7,31
31,11,13,32
32,13,9,33
33,10,18,34
34,11,25,35
35,10,29,36
36,15,16,37
37,11,11,38
38,13,2,39
39,14,16,40
40,6,8,41
41,8,23,42
42,12,19,43
43,8,17,44
44,4,20,45
45,10,27,46
46,9,3,47
47,12,19,48
48,5,16,49
49,2,26,50
50,8,8,51
51,5,5,52
52,10,12,53
53,1,21,54
54,12,7,55
55,9,26,56
56,11,23,57
57,6,24,58
58,6,8,59
59,4,16,60
60,5,11,61
61,7,25,62
62,10,17,63
63,13,26,64
64,14,30,65
65,14,16,66
66,14,3,67
67,6,13,68
68,9,3,69
69,3,30,70
70,4,23,71
71,3,25,72
72,12,25,73
73,12,18,74
74,4,25,75
75,3,19,76
76,11,8,77
77,10,7,78
78,10,9,79
79,13,17,80
80,4,7,81
