30,394,322,567,970,832,821,134,428,938,885,499,1072,301,1044,432,628,459,345,151,347
394,30,468,503,614,632,457,290,453,624,558,361,764,540,770,402,305,195,426,460,598
322,468,30,322,931,630,834,326,171,828,797,330,945,144,882,215,575,414,97,231,188
567,503,322,30,754,344,717,521,182,597,589,178,694,431,611,166,441,358,267,509,458
970,614,931,754,30,574,226,867,830,264,215,648,335,1036,446,766,387,559,866,1010,1088
832,632,630,344,574,30,624,760,489,357,389,364,411,742,305,450,414,470,568,800,772
821,457,834,717,226,624,30,717,757,386,309,585,499,929,581,692,306,450,774,878,984
134,290,326,521,867,760,717,30,398,843,787,430,979,344,958,385,530,364,325,219,398
428,453,171,182,830,489,757,398,30,705,683,212,816,282,746,95,485,349,117,360,316
938,624,828,597,264,357,386,843,705,30,110,528,170,940,225,646,350,509,761,949,984
885,558,797,589,215,389,309,787,683,110,30,501,243,908,303,621,288,457,731,905,955
499,361,330,178,648,364,585,430,212,528,501,30,646,443,591,150,309,211,263,473,487
1072,764,945,694,335,411,499,979,816,170,243,646,30,1059,167,761,489,645,878,1077,1100
301,540,144,431,1036,742,929,344,282,940,908,443,1059,30,996,329,679,512,211,182,88
1044,770,882,611,446,305,581,958,746,225,303,591,167,996,30,698,500,631,817,1034,1032
432,402,215,166,766,450,692,385,95,646,621,150,761,329,698,30,420,287,149,382,369
628,305,575,441,387,414,306,530,485,350,288,309,489,679,500,420,30,204,512,656,731
459,195,414,358,559,470,450,364,349,509,457,211,645,512,631,287,204,30,355,482,566
345,426,97,267,866,568,774,325,117,761,731,263,878,211,817,149,512,355,30,273,255
151,460,231,509,1010,800,878,219,360,949,905,473,1077,182,1034,382,656,482,273,30,226
347,598,188,458,1088,772,984,398,316,984,955,487,1100,88,1032,369,731,566,255,226,30
