"id","weight","time","location_id"
1,15,20,2
2,1,19,3
3,11,17,4
4,10,2,5
5,8,27,6
6,13,16,7
7,1,20,8
8,9,7,9
9,14,4,10
10,8,3,11
11,4,12,12
12,1,25,13
13,10,17,14
14,3,15,15
15,3,30,16
16,12,25,17
17,11,5,18
18,2,6,19
19,1,13,20
20,7,1,21
21,15,24,22
22,10,17,23
23,4,9,24
24,6,25,25
25,11,10,26
26,4,30,27
27,1,8,28
28,2,25,29
29,9,2,30
30,9,26,31
31,15,1,32
32,1,9,33
33,13,14,34
34,3,19,35
35,10,4,36
36,7,10,37
37,5,18,38
38,3,20,39
39,7,24,40
40,7,4,41
41,15,8,42
42,12,11,43
43,6,14,44
44,8,3,45
45,5,8,46
46,9,16,47
47,5,16,48
48,14,21,49
49,3,7,50
50,7,16,51
